c,m,stage_degree,budget,t3,mt3,t4,mt4,t4_optimizer
11039,2,8929,292534848,38247,76494,35716,71432,8929
11040,1,17857,1170175104,76493,76493,71428,71428,17857
11041,1,17856,1170109570,76491,76491,71424,71424,17856
11041,2,8928,292502082,38245,76490,35712,71424,8928
11041,4,4464,73112866,19122,76488,17856,71424,4464
11041,8,2232,18271890,9560,76480,8928,71424,2232
11041,16,1116,4564810,4779,76464,4464,71424,1116
11042,1,17855,1170044036,76489,76489,71420,71420,17855
11043,1,17854,1169978502,76487,76487,71416,71416,17854
11043,2,8927,292469316,38243,76486,35708,71416,8927
11044,1,17853,1169912968,76484,76484,71412,71412,17853
11045,1,17852,1169847434,76482,76482,71408,71408,17852
11045,2,8926,292436550,38240,76480,35704,71408,8926
11045,4,4463,73096484,19120,76480,17852,71408,4463
11046,1,17851,1169781900,76480,76480,71404,71404,17851
11047,1,17850,1169716366,76478,76478,71400,71400,17850
11047,2,8925,292403784,38238,76476,35700,71400,8925
11048,1,17849,1169650832,76476,76476,71396,71396,17849
11049,1,17848,1169585298,76474,76474,71392,71392,17848
11049,2,8924,292371018,38236,76472,35696,71392,8924
11049,4,4462,73080102,19117,76468,17848,71392,4462
11049,8,2231,18263700,9558,76464,8924,71392,2231
11050,1,17847,1169519764,76472,76472,71388,71388,17847
11051,1,17846,1169454230,76469,76469,71384,71384,17846
11051,2,8923,292338252,38234,76468,35692,71384,8923
11052,1,17845,1169388696,76467,76467,71380,71380,17845
11053,1,17844,1169323162,76465,76465,71376,71376,17844
11053,2,8922,292305486,38232,76464,35688,71376,8922
11053,4,4461,73063720,19115,76460,17844,71376,4461
11054,1,17843,1169257628,76463,76463,71372,71372,17843
11055,1,17842,1169192094,76461,76461,71368,71368,17842
11055,2,8921,292272720,38230,76460,35684,71368,8921
11056,1,17841,1169126560,76459,76459,71364,71364,17841
11057,1,17840,1169061026,76457,76457,71360,71360,17840
11057,2,8920,292239954,38228,76456,35680,71360,8920
11057,4,4460,73047338,19113,76452,17840,71360,4460
11057,8,2230,18255510,9556,76448,8920,71360,2230
11057,16,1115,4560716,4777,76432,4460,71360,1115
11057,32,557,1137576,2387,76384,2228,71296,557
11057,64,278,283094,1192,76288,1112,71168,278
11058,1,17839,1168995492,76454,76454,71356,71356,17839
11059,1,17838,1168929958,76452,76452,71352,71352,17838
11059,2,8919,292207188,38225,76450,35676,71352,8919
11060,1,17837,1168864424,76450,76450,71348,71348,17837
11061,1,17836,1168798890,76448,76448,71344,71344,17836
11061,2,8918,292174422,38223,76446,35672,71344,8918
11061,4,4459,73030956,19111,76444,17836,71344,4459
11062,1,17835,1168733356,76446,76446,71340,71340,17835
11063,1,17834,1168667822,76444,76444,71336,71336,17834
11063,2,8917,292141656,38221,76442,35668,71336,8917
11064,1,17833,1168602288,76442,76442,71332,71332,17833
11065,1,17832,1168536754,76439,76439,71328,71328,17832
11065,2,8916,292108890,38219,76438,35664,71328,8916
11065,4,4458,73014574,19109,76436,17832,71328,4458
11065,8,2229,18247320,9554,76432,8916,71328,2229
11066,1,17831,1168471220,76437,76437,71324,71324,17831
11067,1,17830,1168405686,76435,76435,71320,71320,17830
11067,2,8915,292076124,38217,76434,35660,71320,8915
11068,1,17829,1168340152,76433,76433,71316,71316,17829
11069,1,17828,1168274618,76431,76431,71312,71312,17828
11069,2,8914,292043358,38215,76430,35656,71312,8914
11069,4,4457,72998192,19107,76428,17828,71312,4457
11070,1,17827,1168209084,76429,76429,71308,71308,17827
11071,1,17826,1168143550,76427,76427,71304,71304,17826
11071,2,8913,292010592,38213,76426,35652,71304,8913
11072,1,17825,1168078016,76424,76424,71300,71300,17825
11073,1,17824,1168012482,76422,76422,71296,71296,17824
11073,2,8912,291977826,38210,76420,35648,71296,8912
11073,4,4456,72981810,19105,76420,17824,71296,4456
11073,8,2228,18239130,9552,76416,8912,71296,2228
11073,16,1114,4556622,4775,76400,4456,71296,1114
11074,1,17823,1167946948,76420,76420,71292,71292,17823
11075,1,17822,1167881414,76418,76418,71288,71288,17822
11075,2,8911,291945060,38208,76416,35644,71288,8911
11076,1,17821,1167815880,76416,76416,71284,71284,17821
11077,1,17820,1167750346,76414,76414,71280,71280,17820
11077,2,8910,291912294,38206,76412,35640,71280,8910
11077,4,4455,72965428,19102,76408,17820,71280,4455
11078,1,17819,1167684812,76412,76412,71276,71276,17819
11079,1,17818,1167619278,76409,76409,71272,71272,17818
11079,2,8909,291879528,38204,76408,35636,71272,8909
11080,1,17817,1167553744,76407,76407,71268,71268,17817
11081,1,17816,1167488210,76405,76405,71264,71264,17816
11081,2,8908,291846762,38202,76404,35632,71264,8908
11081,4,4454,72949046,19100,76400,17816,71264,4454
11081,8,2227,18230940,9549,76392,8908,71264,2227
11082,1,17815,1167422676,76403,76403,71260,71260,17815
11083,1,17814,1167357142,76401,76401,71256,71256,17814
11083,2,8907,291813996,38200,76400,35628,71256,8907
11084,1,17813,1167291608,76399,76399,71252,71252,17813
11085,1,17812,1167226074,76397,76397,71248,71248,17812
11085,2,8906,291781230,38198,76396,35624,71248,8906
11085,4,4453,72932664,19098,76392,17812,71248,4453
11086,1,17811,1167160540,76394,76394,71244,71244,17811
11087,1,17810,1167095006,76392,76392,71240,71240,17810
11087,2,8905,291748464,38195,76390,35620,71240,8905
11088,1,17809,1167029472,76390,76390,71236,71236,17809
11089,1,17808,1166963938,76388,76388,71232,71232,17808
11089,2,8904,291715698,38193,76386,35616,71232,8904
11089,4,4452,72916282,19096,76384,17808,71232,4452
11089,8,2226,18222750,9547,76376,8904,71232,2226
11089,16,1113,4552528,4773,76368,4452,71232,1113
11089,32,556,1135530,2385,76320,2224,71168,556
11090,1,17807,1166898404,76386,76386,71228,71228,17807
11091,1,17806,1166832870,76384,76384,71224,71224,17806
11091,2,8903,291682932,38191,76382,35612,71224,8903
11092,1,17805,1166767336,76382,76382,71220,71220,17805
11093,1,17804,1166701802,76379,76379,71216,71216,17804
11093,2,8902,291650166,38189,76378,35608,71216,8902
11093,4,4451,72899900,19094,76376,17804,71216,4451
11094,1,17803,1166636268,76377,76377,71212,71212,17803
11095,1,17802,1166570734,76375,76375,71208,71208,17802
11095,2,8901,291617400,38187,76374,35604,71208,8901
11096,1,17801,1166505200,76373,76373,71204,71204,17801
11097,1,17800,1166439666,76371,76371,71200,71200,17800
11097,2,8900,291584634,38185,76370,35600,71200,8900
11097,4,4450,72883518,19092,76368,17800,71200,4450
11097,8,2225,18214560,9545,76360,8900,71200,2225
11098,1,17799,1166374132,76369,76369,71196,71196,17799
11099,1,17798,1166308598,76367,76367,71192,71192,17798
11099,2,8899,291551868,38183,76366,35596,71192,8899
11100,1,17797,1166243064,76364,76364,71188,71188,17797
11101,1,17796,1166177530,76362,76362,71184,71184,17796
11101,2,8898,291519102,38180,76360,35592,71184,8898
11101,4,4449,72867136,19090,76360,17796,71184,4449
11102,1,17795,1166111996,76360,76360,71180,71180,17795
11103,1,17794,1166046462,76358,76358,71176,71176,17794
11103,2,8897,291486336,38178,76356,35588,71176,8897
11104,1,17793,1165980928,76356,76356,71172,71172,17793
11105,1,17792,1165915394,76354,76354,71168,71168,17792
11105,2,8896,291453570,38176,76352,35584,71168,8896
11105,4,4448,72850754,19087,76348,17792,71168,4448
11105,8,2224,18206370,9543,76344,8896,71168,2224
11105,16,1112,4548434,4771,76336,4448,71168,1112
11106,1,17791,1165849860,76352,76352,71164,71164,17791
11107,1,17790,1165784326,76349,76349,71160,71160,17790
11107,2,8895,291420804,38174,76348,35580,71160,8895
11108,1,17789,1165718792,76347,76347,71156,71156,17789
11109,1,17788,1165653258,76345,76345,71152,71152,17788
11109,2,8894,291388038,38172,76344,35576,71152,8894
11109,4,4447,72834372,19085,76340,17788,71152,4447
11110,1,17787,1165587724,76343,76343,71148,71148,17787
11111,1,17786,1165522190,76341,76341,71144,71144,17786
11111,2,8893,291355272,38170,76340,35572,71144,8893
11112,1,17785,1165456656,76339,76339,71140,71140,17785
11113,1,17784,1165391122,76336,76336,71136,71136,17784
11113,2,8892,291322506,38168,76336,35568,71136,8892
11113,4,4446,72817990,19083,76332,17784,71136,4446
11113,8,2223,18198180,9541,76328,8892,71136,2223
11114,1,17783,1165325588,76334,76334,71132,71132,17783
11115,1,17782,1165260054,76332,76332,71128,71128,17782
11115,2,8891,291289740,38165,76330,35564,71128,8891
11116,1,17781,1165194520,76330,76330,71124,71124,17781
11117,1,17780,1165128986,76328,76328,71120,71120,17780
11117,2,8890,291256974,38163,76326,35560,71120,8890
11117,4,4445,72801608,19081,76324,17780,71120,4445
11118,1,17779,1165063452,76326,76326,71116,71116,17779
11119,1,17778,1164997918,76324,76324,71112,71112,17778
11119,2,8889,291224208,38161,76322,35556,71112,8889
11120,1,17777,1164932384,76321,76321,71108,71108,17777
11121,1,17776,1164866850,76319,76319,71104,71104,17776
11121,2,8888,291191442,38159,76318,35552,71104,8888
11121,4,4444,72785226,19079,76316,17776,71104,4444
11121,8,2222,18189990,9539,76312,8888,71104,2222
11121,16,1111,4544340,4769,76304,4444,71104,1111
11121,32,555,1133484,2383,76256,2220,71040,555
11121,64,277,282072,1190,76160,1108,70912,277
11121,128,138,69870,593,75904,552,70656,138
11121,256,69,17272,296,75776,276,70656,69
11122,1,17775,1164801316,76317,76317,71100,71100,17775
11123,1,17774,1164735782,76315,76315,71096,71096,17774
11123,2,8887,291158676,38157,76314,35548,71096,8887
11124,1,17773,1164670248,76313,76313,71092,71092,17773
11125,1,17772,1164604714,76311,76311,71088,71088,17772
11125,2,8886,291125910,38155,76310,35544,71088,8886
11125,4,4443,72768844,19077,76308,17772,71088,4443
11126,1,17771,1164539180,76309,76309,71084,71084,17771
11127,1,17770,1164473646,76306,76306,71080,71080,17770
11127,2,8885,291093144,38153,76306,35540,71080,8885
11128,1,17769,1164408112,76304,76304,71076,71076,17769
11129,1,17768,1164342578,76302,76302,71072,71072,17768
11129,2,8884,291060378,38150,76300,35536,71072,8884
11129,4,4442,72752462,19075,76300,17768,71072,4442
11129,8,2221,18181800,9537,76296,8884,71072,2221
11130,1,17767,1164277044,76300,76300,71068,71068,17767
11131,1,17766,1164211510,76298,76298,71064,71064,17766
11131,2,8883,291027612,38148,76296,35532,71064,8883
11132,1,17765,1164145976,76296,76296,71060,71060,17765
11133,1,17764,1164080442,76294,76294,71056,71056,17764
11133,2,8882,290994846,38146,76292,35528,71056,8882
11133,4,4441,72736080,19072,76288,17764,71056,4441
11134,1,17763,1164014908,76291,76291,71052,71052,17763
11135,1,17762,1163949374,76289,76289,71048,71048,17762
11135,2,8881,290962080,38144,76288,35524,71048,8881
11136,1,17761,1163883840,76287,76287,71044,71044,17761
11137,1,17760,1163818306,76285,76285,71040,71040,17760
11137,2,8880,290929314,38142,76284,35520,71040,8880
11137,4,4440,72719698,19070,76280,17760,71040,4440
11137,8,2220,18173610,9534,76272,8880,71040,2220
11137,16,1110,4540246,4767,76272,4440,71040,1110
11138,1,17759,1163752772,76283,76283,71036,71036,17759
11139,1,17758,1163687238,76281,76281,71032,71032,17758
11139,2,8879,290896548,38140,76280,35516,71032,8879
11140,1,17757,1163621704,76279,76279,71028,71028,17757
11141,1,17756,1163556170,76276,76276,71024,71024,17756
11141,2,8878,290863782,38138,76276,35512,71024,8878
11141,4,4439,72703316,19068,76272,17756,71024,4439
11142,1,17755,1163490636,76274,76274,71020,71020,17755
11143,1,17754,1163425102,76272,76272,71016,71016,17754
11143,2,8877,290831016,38135,76270,35508,71016,8877
11144,1,17753,1163359568,76270,76270,71012,71012,17753
11145,1,17752,1163294034,76268,76268,71008,71008,17752
11145,2,8876,290798250,38133,76266,35504,71008,8876
11145,4,4438,72686934,19066,76264,17752,71008,4438
11145,8,2219,18165420,9532,76256,8876,71008,2219
11146,1,17751,1163228500,76266,76266,71004,71004,17751
11147,1,17750,1163162966,76263,76263,71000,71000,17750
11147,2,8875,290765484,38131,76262,35500,71000,8875
11148,1,17749,1163097432,76261,76261,70996,70996,17749
11149,1,17748,1163031898,76259,76259,70992,70992,17748
11149,2,8874,290732718,38129,76258,35496,70992,8874
11149,4,4437,72670552,19064,76256,17748,70992,4437
11150,1,17747,1162966364,76257,76257,70988,70988,17747
11151,1,17746,1162900830,76255,76255,70984,70984,17746
11151,2,8873,290699952,38127,76254,35492,70984,8873
11152,1,17745,1162835296,76253,76253,70980,70980,17745
11153,1,17744,1162769762,76251,76251,70976,70976,17744
11153,2,8872,290667186,38125,76250,35488,70976,8872
11153,4,4436,72654170,19062,76248,17744,70976,4436
11153,8,2218,18157230,9530,76240,8872,70976,2218
11153,16,1109,4536152,4764,76224,4436,70976,1109
11153,32,554,1131438,2380,76160,2216,70912,554
11154,1,17743,1162704228,76248,76248,70972,70972,17743
11155,1,17742,1162638694,76246,76246,70968,70968,17742
11155,2,8871,290634420,38122,76244,35484,70968,8871
11156,1,17741,1162573160,76244,76244,70964,70964,17741
11157,1,17740,1162507626,76242,76242,70960,70960,17740
11157,2,8870,290601654,38120,76240,35480,70960,8870
11157,4,4435,72637788,19060,76240,17740,70960,4435
11158,1,17739,1162442092,76240,76240,70956,70956,17739
11159,1,17738,1162376558,76238,76238,70952,70952,17738
11159,2,8869,290568888,38118,76236,35476,70952,8869
11160,1,17737,1162311024,76236,76236,70948,70948,17737
11161,1,17736,1162245490,76233,76233,70944,70944,17736
11161,2,8868,290536122,38116,76232,35472,70944,8868
11161,4,4434,72621406,19057,76228,17736,70944,4434
11161,8,2217,18149040,9528,76224,8868,70944,2217
11162,1,17735,1162179956,76231,76231,70940,70940,17735
11163,1,17734,1162114422,76229,76229,70936,70936,17734
11163,2,8867,290503356,38114,76228,35468,70936,8867
11164,1,17733,1162048888,76227,76227,70932,70932,17733
11165,1,17732,1161983354,76225,76225,70928,70928,17732
11165,2,8866,290470590,38112,76224,35464,70928,8866
11165,4,4433,72605024,19055,76220,17732,70928,4433
11166,1,17731,1161917820,76223,76223,70924,70924,17731
11167,1,17730,1161852286,76221,76221,70920,70920,17730
11167,2,8865,290437824,38110,76220,35460,70920,8865
11168,1,17729,1161786752,76218,76218,70916,70916,17729
11169,1,17728,1161721218,76216,76216,70912,70912,17728
11169,2,8864,290405058,38107,76214,35456,70912,8864
11169,4,4432,72588642,19053,76212,17728,70912,4432
11169,8,2216,18140850,9526,76208,8864,70912,2216
11169,16,1108,4532058,4762,76192,4432,70912,1108
11170,1,17727,1161655684,76214,76214,70908,70908,17727
11171,1,17726,1161590150,76212,76212,70904,70904,17726
11171,2,8863,290372292,38105,76210,35452,70904,8863
11172,1,17725,1161524616,76210,76210,70900,70900,17725
11173,1,17724,1161459082,76208,76208,70896,70896,17724
11173,2,8862,290339526,38103,76206,35448,70896,8862
11173,4,4431,72572260,19051,76204,17724,70896,4431
11174,1,17723,1161393548,76205,76205,70892,70892,17723
11175,1,17722,1161328014,76203,76203,70888,70888,17722
11175,2,8861,290306760,38101,76202,35444,70888,8861
11176,1,17721,1161262480,76201,76201,70884,70884,17721
11177,1,17720,1161196946,76199,76199,70880,70880,17720
11177,2,8860,290273994,38099,76198,35440,70880,8860
11177,4,4430,72555878,19049,76196,17720,70880,4430
11177,8,2215,18132660,9524,76192,8860,70880,2215
11178,1,17719,1161131412,76197,76197,70876,70876,17719
11179,1,17718,1161065878,76195,76195,70872,70872,17718
11179,2,8859,290241228,38097,76194,35436,70872,8859
11180,1,17717,1161000344,76193,76193,70868,70868,17717
11181,1,17716,1160934810,76190,76190,70864,70864,17716
11181,2,8858,290208462,38095,76190,35432,70864,8858
11181,4,4429,72539496,19047,76188,17716,70864,4429
11182,1,17715,1160869276,76188,76188,70860,70860,17715
11183,1,17714,1160803742,76186,76186,70856,70856,17714
11183,2,8857,290175696,38092,76184,35428,70856,8857
11184,1,17713,1160738208,76184,76184,70852,70852,17713
11185,1,17712,1160672674,76182,76182,70848,70848,17712
11185,2,8856,290142930,38090,76180,35424,70848,8856
11185,4,4428,72523114,19044,76176,17712,70848,4428
11185,8,2214,18124470,9522,76176,8856,70848,2214
11185,16,1107,4527964,4760,76160,4428,70848,1107
11185,32,553,1129392,2378,76096,2212,70784,553
11185,64,276,281050,1187,75968,1104,70656,276
11186,1,17711,1160607140,76180,76180,70844,70844,17711
11187,1,17710,1160541606,76178,76178,70840,70840,17710
11187,2,8855,290110164,38088,76176,35420,70840,8855
11188,1,17709,1160476072,76175,76175,70836,70836,17709
11189,1,17708,1160410538,76173,76173,70832,70832,17708
11189,2,8854,290077398,38086,76172,35416,70832,8854
11189,4,4427,72506732,19042,76168,17708,70832,4427
11190,1,17707,1160345004,76171,76171,70828,70828,17707
11191,1,17706,1160279470,76169,76169,70824,70824,17706
11191,2,8853,290044632,38084,76168,35412,70824,8853
11192,1,17705,1160213936,76167,76167,70820,70820,17705
11193,1,17704,1160148402,76165,76165,70816,70816,17704
11193,2,8852,290011866,38082,76164,35408,70816,8852
11193,4,4426,72490350,19040,76160,17704,70816,4426
11193,8,2213,18116280,9519,76152,8852,70816,2213
11194,1,17703,1160082868,76162,76162,70812,70812,17703
11195,1,17702,1160017334,76160,76160,70808,70808,17702
11195,2,8851,289979100,38079,76158,35404,70808,8851
11196,1,17701,1159951800,76158,76158,70804,70804,17701
11197,1,17700,1159886266,76156,76156,70800,70800,17700
11197,2,8850,289946334,38077,76154,35400,70800,8850
11197,4,4425,72473968,19038,76152,17700,70800,4425
11198,1,17699,1159820732,76154,76154,70796,70796,17699
11199,1,17698,1159755198,76152,76152,70792,70792,17698
11199,2,8849,289913568,38075,76150,35396,70792,8849
11200,1,17697,1159689664,76150,76150,70788,70788,17697
11201,1,17696,1159624130,76147,76147,70784,70784,17696
11201,2,8848,289880802,38073,76146,35392,70784,8848
11201,4,4424,72457586,19036,76144,17696,70784,4424
11201,8,2212,18108090,9517,76136,8848,70784,2212
11201,16,1106,4523870,4758,76128,4424,70784,1106
11202,1,17695,1159558596,76145,76145,70780,70780,17695
11203,1,17694,1159493062,76143,76143,70776,70776,17694
11203,2,8847,289848036,38071,76142,35388,70776,8847
11204,1,17693,1159427528,76141,76141,70772,70772,17693
11205,1,17692,1159361994,76139,76139,70768,70768,17692
11205,2,8846,289815270,38069,76138,35384,70768,8846
11205,4,4423,72441204,19034,76136,17692,70768,4423
11206,1,17691,1159296460,76137,76137,70764,70764,17691
11207,1,17690,1159230926,76134,76134,70760,70760,17690
11207,2,8845,289782504,38067,76134,35380,70760,8845
11208,1,17689,1159165392,76132,76132,70756,70756,17689
11209,1,17688,1159099858,76130,76130,70752,70752,17688
11209,2,8844,289749738,38064,76128,35376,70752,8844
11209,4,4422,72424822,19032,76128,17688,70752,4422
11209,8,2211,18099900,9515,76120,8844,70752,2211
11210,1,17687,1159034324,76128,76128,70748,70748,17687
11211,1,17686,1158968790,76126,76126,70744,70744,17686
11211,2,8843,289716972,38062,76124,35372,70744,8843
11212,1,17685,1158903256,76124,76124,70740,70740,17685
11213,1,17684,1158837722,76122,76122,70736,70736,17684
11213,2,8842,289684206,38060,76120,35368,70736,8842
11213,4,4421,72408440,19029,76116,17684,70736,4421
11214,1,17683,1158772188,76119,76119,70732,70732,17683
11215,1,17682,1158706654,76117,76117,70728,70728,17682
11215,2,8841,289651440,38058,76116,35364,70728,8841
11216,1,17681,1158641120,76115,76115,70724,70724,17681
11217,1,17680,1158575586,76113,76113,70720,70720,17680
11217,2,8840,289618674,38056,76112,35360,70720,8840
11217,4,4420,72392058,19027,76108,17680,70720,4420
11217,8,2210,18091710,9513,76104,8840,70720,2210
11217,16,1105,4519776,4756,76096,4420,70720,1105
11217,32,552,1127346,2376,76032,2208,70656,552
11218,1,17679,1158510052,76111,76111,70716,70716,17679
11219,1,17678,1158444518,76109,76109,70712,70712,17678
11219,2,8839,289585908,38054,76108,35356,70712,8839
11220,1,17677,1158378984,76107,76107,70708,70708,17677
11221,1,17676,1158313450,76104,76104,70704,70704,17676
11221,2,8838,289553142,38052,76104,35352,70704,8838
11221,4,4419,72375676,19025,76100,17676,70704,4419
11222,1,17675,1158247916,76102,76102,70700,70700,17675
11223,1,17674,1158182382,76100,76100,70696,70696,17674
11223,2,8837,289520376,38049,76098,35348,70696,8837
11224,1,17673,1158116848,76098,76098,70692,70692,17673
11225,1,17672,1158051314,76096,76096,70688,70688,17672
11225,2,8836,289487610,38047,76094,35344,70688,8836
11225,4,4418,72359294,19023,76092,17672,70688,4418
11225,8,2209,18083520,9511,76088,8836,70688,2209
11226,1,17671,1157985780,76094,76094,70684,70684,17671
11227,1,17670,1157920246,76091,76091,70680,70680,17670
11227,2,8835,289454844,38045,76090,35340,70680,8835
11228,1,17669,1157854712,76089,76089,70676,70676,17669
11229,1,17668,1157789178,76087,76087,70672,70672,17668
11229,2,8834,289422078,38043,76086,35336,70672,8834
11229,4,4417,72342912,19021,76084,17668,70672,4417
11230,1,17667,1157723644,76085,76085,70668,70668,17667
11231,1,17666,1157658110,76083,76083,70664,70664,17666
11231,2,8833,289389312,38041,76082,35332,70664,8833
11232,1,17665,1157592576,76081,76081,70660,70660,17665
11233,1,17664,1157527042,76079,76079,70656,70656,17664
11233,2,8832,289356546,38039,76078,35328,70656,8832
11233,4,4416,72326530,19019,76076,17664,70656,4416
11233,8,2208,18075330,9509,76072,8832,70656,2208
11233,16,1104,4515682,4754,76064,4416,70656,1104
11234,1,17663,1157461508,76076,76076,70652,70652,17663
11235,1,17662,1157395974,76074,76074,70648,70648,17662
11235,2,8831,289323780,38036,76072,35324,70648,8831
11236,1,17661,1157330440,76072,76072,70644,70644,17661
11237,1,17660,1157264906,76070,76070,70640,70640,17660
11237,2,8830,289291014,38034,76068,35320,70640,8830
11237,4,4415,72310148,19016,76064,17660,70640,4415
11238,1,17659,1157199372,76068,76068,70636,70636,17659
11239,1,17658,1157133838,76066,76066,70632,70632,17658
11239,2,8829,289258248,38032,76064,35316,70632,8829
11240,1,17657,1157068304,76063,76063,70628,70628,17657
11241,1,17656,1157002770,76061,76061,70624,70624,17656
11241,2,8828,289225482,38030,76060,35312,70624,8828
11241,4,4414,72293766,19014,76056,17656,70624,4414
11241,8,2207,18067140,9507,76056,8828,70624,2207
11242,1,17655,1156937236,76059,76059,70620,70620,17655
11243,1,17654,1156871702,76057,76057,70616,70616,17654
11243,2,8827,289192716,38028,76056,35308,70616,8827
11244,1,17653,1156806168,76055,76055,70612,70612,17653
11245,1,17652,1156740634,76053,76053,70608,70608,17652
11245,2,8826,289159950,38026,76052,35304,70608,8826
11245,4,4413,72277384,19012,76048,17652,70608,4413
11246,1,17651,1156675100,76051,76051,70604,70604,17651
11247,1,17650,1156609566,76048,76048,70600,70600,17650
11247,2,8825,289127184,38024,76048,35300,70600,8825
11248,1,17649,1156544032,76046,76046,70596,70596,17649
11249,1,17648,1156478498,76044,76044,70592,70592,17648
11249,2,8824,289094418,38021,76042,35296,70592,8824
11249,4,4412,72261002,19010,76040,17648,70592,4412
11249,8,2206,18058950,9504,76032,8824,70592,2206
11249,16,1103,4511588,4752,76032,4412,70592,1103
11249,32,551,1125300,2374,75968,2204,70528,551
11249,64,275,280028,1185,75840,1100,70400,275
11249,128,137,69360,591,75648,548,70144,137
11250,1,17647,1156412964,76042,76042,70588,70588,17647
11251,1,17646,1156347430,76040,76040,70584,70584,17646
11251,2,8823,289061652,38019,76038,35292,70584,8823
11252,1,17645,1156281896,76038,76038,70580,70580,17645
11253,1,17644,1156216362,76035,76035,70576,70576,17644
11253,2,8822,289028886,38017,76034,35288,70576,8822
11253,4,4411,72244620,19008,76032,17644,70576,4411
11254,1,17643,1156150828,76033,76033,70572,70572,17643
11255,1,17642,1156085294,76031,76031,70568,70568,17642
11255,2,8821,288996120,38015,76030,35284,70568,8821
11256,1,17641,1156019760,76029,76029,70564,70564,17641
11257,1,17640,1155954226,76027,76027,70560,70560,17640
11257,2,8820,288963354,38013,76026,35280,70560,8820
11257,4,4410,72228238,19006,76024,17640,70560,4410
11257,8,2205,18050760,9502,76016,8820,70560,2205
11258,1,17639,1155888692,76025,76025,70556,70556,17639
11259,1,17638,1155823158,76022,76022,70552,70552,17638
11259,2,8819,288930588,38011,76022,35276,70552,8819
11260,1,17637,1155757624,76020,76020,70548,70548,17637
11261,1,17636,1155692090,76018,76018,70544,70544,17636
11261,2,8818,288897822,38008,76016,35272,70544,8818
11261,4,4409,72211856,19004,76016,17636,70544,4409
11262,1,17635,1155626556,76016,76016,70540,70540,17635
11263,1,17634,1155561022,76014,76014,70536,70536,17634
11263,2,8817,288865056,38006,76012,35268,70536,8817
11264,1,17633,1155495488,76012,76012,70532,70532,17633
11265,1,17632,1155429954,76010,76010,70528,70528,17632
11265,2,8816,288832290,38004,76008,35264,70528,8816
11265,4,4408,72195474,19001,76004,17632,70528,4408
11265,8,2204,18042570,9500,76000,8816,70528,2204
11265,16,1102,4507494,4749,75984,4408,70528,1102
11266,1,17631,1155364420,76007,76007,70524,70524,17631
11267,1,17630,1155298886,76005,76005,70520,70520,17630
11267,2,8815,288799524,38002,76004,35260,70520,8815
11268,1,17629,1155233352,76003,76003,70516,70516,17629
11269,1,17628,1155167818,76001,76001,70512,70512,17628
11269,2,8814,288766758,38000,76000,35256,70512,8814
11269,4,4407,72179092,18999,75996,17628,70512,4407
11270,1,17627,1155102284,75999,75999,70508,70508,17627
11271,1,17626,1155036750,75997,75997,70504,70504,17626
11271,2,8813,288733992,37998,75996,35252,70504,8813
11272,1,17625,1154971216,75994,75994,70500,70500,17625
11273,1,17624,1154905682,75992,75992,70496,70496,17624
11273,2,8812,288701226,37996,75992,35248,70496,8812
11273,4,4406,72162710,18997,75988,17624,70496,4406
11273,8,2203,18034380,9498,75984,8812,70496,2203
11274,1,17623,1154840148,75990,75990,70492,70492,17623
11275,1,17622,1154774614,75988,75988,70488,70488,17622
11275,2,8811,288668460,37993,75986,35244,70488,8811
11276,1,17621,1154709080,75986,75986,70484,70484,17621
11277,1,17620,1154643546,75984,75984,70480,70480,17620
11277,2,8810,288635694,37991,75982,35240,70480,8810
11277,4,4405,72146328,18995,75980,17620,70480,4405
11278,1,17619,1154578012,75982,75982,70476,70476,17619
11279,1,17618,1154512478,75979,75979,70472,70472,17618
11279,2,8809,288602928,37989,75978,35236,70472,8809
11280,1,17617,1154446944,75977,75977,70468,70468,17617
11281,1,17616,1154381410,75975,75975,70464,70464,17616
11281,2,8808,288570162,37987,75974,35232,70464,8808
11281,4,4404,72129946,18993,75972,17616,70464,4404
11281,8,2202,18026190,9496,75968,8808,70464,2202
11281,16,1101,4503400,4747,75952,4404,70464,1101
11281,32,550,1123254,2372,75904,2200,70400,550
11282,1,17615,1154315876,75973,75973,70460,70460,17615
11283,1,17614,1154250342,75971,75971,70456,70456,17614
11283,2,8807,288537396,37985,75970,35228,70456,8807
11284,1,17613,1154184808,75969,75969,70452,70452,17613
11285,1,17612,1154119274,75966,75966,70448,70448,17612
11285,2,8806,288504630,37983,75966,35224,70448,8806
11285,4,4403,72113564,18991,75964,17612,70448,4403
11286,1,17611,1154053740,75964,75964,70444,70444,17611
11287,1,17610,1153988206,75962,75962,70440,70440,17610
11287,2,8805,288471864,37980,75960,35220,70440,8805
11288,1,17609,1153922672,75960,75960,70436,70436,17609
11289,1,17608,1153857138,75958,75958,70432,70432,17608
11289,2,8804,288439098,37978,75956,35216,70432,8804
11289,4,4402,72097182,18988,75952,17608,70432,4402
11289,8,2201,18018000,9494,75952,8804,70432,2201
11290,1,17607,1153791604,75956,75956,70428,70428,17607
11291,1,17606,1153726070,75954,75954,70424,70424,17606
11291,2,8803,288406332,37976,75952,35212,70424,8803
11292,1,17605,1153660536,75951,75951,70420,70420,17605
11293,1,17604,1153595002,75949,75949,70416,70416,17604
11293,2,8802,288373566,37974,75948,35208,70416,8802
11293,4,4401,72080800,18986,75944,17604,70416,4401
