c,m,stage_degree,budget,t3,mt3,t4,mt4,t4_optimizer
8347,2,10275,336637884,41029,82058,40784,81568,10275
8348,1,20549,1346592632,82057,82057,81568,81568,20549
8349,1,20548,1346527098,82055,82055,81565,81565,20548
8349,2,10274,336605118,41027,82054,40782,81564,10274
8349,4,5137,84137952,20513,82052,20390,81560,5137
8350,1,20547,1346461564,82053,82053,81563,81563,20547
8351,1,20546,1346396030,82051,82051,81560,81560,20546
8351,2,10273,336572352,41025,82050,40780,81560,10273
8352,1,20545,1346330496,82049,82049,81558,81558,20545
8353,1,20544,1346264962,82047,82047,81556,81556,20544
8353,2,10272,336539586,41023,82046,40777,81554,10272
8353,4,5136,84121570,20511,82044,20388,81552,5136
8353,8,2568,21023730,10255,82040,10193,81544,2568
8353,16,1284,5252602,5127,82032,5096,81536,1284
8354,1,20543,1346199428,82045,82045,81553,81553,20543
8355,1,20542,1346133894,82043,82043,81551,81551,20542
8355,2,10271,336506820,41021,82042,40775,81550,10271
8356,1,20541,1346068360,82041,82041,81549,81549,20541
8357,1,20540,1346002826,82039,82039,81546,81546,20540
8357,2,10270,336474054,41019,82038,40773,81546,10270
8357,4,5135,84105188,20509,82036,20386,81544,5135
8358,1,20539,1345937292,82037,82037,81544,81544,20539
8359,1,20538,1345871758,82035,82035,81542,81542,20538
8359,2,10269,336441288,41017,82034,40770,81540,10269
8360,1,20537,1345806224,82033,82033,81539,81539,20537
8361,1,20536,1345740690,82031,82031,81537,81537,20536
8361,2,10268,336408522,41015,82030,40768,81536,10268
8361,4,5134,84088806,20507,82028,20383,81532,5134
8361,8,2567,21015540,10253,82024,10191,81528,2567
8362,1,20535,1345675156,82029,82029,81535,81535,20535
8363,1,20534,1345609622,82027,82027,81532,81532,20534
8363,2,10267,336375756,41013,82026,40766,81532,10267
8364,1,20533,1345544088,82025,82025,81530,81530,20533
8365,1,20532,1345478554,82023,82023,81527,81527,20532
8365,2,10266,336342990,41011,82022,40763,81526,10266
8365,4,5133,84072424,20505,82020,20381,81524,5133
8366,1,20531,1345413020,82021,82021,81525,81525,20531
8367,1,20530,1345347486,82019,82019,81523,81523,20530
8367,2,10265,336310224,41009,82018,40761,81522,10265
8368,1,20529,1345281952,82017,82017,81520,81520,20529
8369,1,20528,1345216418,82015,82015,81518,81518,20528
8369,2,10264,336277458,41007,82014,40758,81516,10264
8369,4,5132,84056042,20503,82012,20379,81516,5132
8369,8,2566,21007350,10251,82008,10189,81512,2566
8369,16,1283,5248508,5125,82000,5094,81504,1283
8369,32,641,1309440,2561,81952,2545,81440,641
8369,64,320,326018,1279,81856,1271,81344,320
8370,1,20527,1345150884,82013,82013,81516,81516,20527
8371,1,20526,1345085350,82011,82011,81513,81513,20526
8371,2,10263,336244692,41005,82010,40756,81512,10263
8372,1,20525,1345019816,82009,82009,81511,81511,20525
8373,1,20524,1344954282,82007,82007,81509,81509,20524
8373,2,10262,336211926,41003,82006,40754,81508,10262
8373,4,5131,84039660,20501,82004,20376,81504,5131
8374,1,20523,1344888748,82005,82005,81506,81506,20523
8375,1,20522,1344823214,82003,82003,81504,81504,20522
8375,2,10261,336179160,41001,82002,40751,81502,10261
8376,1,20521,1344757680,82001,82001,81502,81502,20521
8377,1,20520,1344692146,81999,81999,81499,81499,20520
8377,2,10260,336146394,40999,81998,40749,81498,10260
8377,4,5130,84023278,20499,81996,20374,81496,5130
8377,8,2565,20999160,10249,81992,10186,81488,2565
8378,1,20519,1344626612,81997,81997,81497,81497,20519
8379,1,20518,1344561078,81995,81995,81494,81494,20518
8379,2,10259,336113628,40997,81994,40747,81494,10259
8380,1,20517,1344495544,81993,81993,81492,81492,20517
8381,1,20516,1344430010,81991,81991,81490,81490,20516
8381,2,10258,336080862,40995,81990,40744,81488,10258
8381,4,5129,84006896,20497,81988,20372,81488,5129
8382,1,20515,1344364476,81989,81989,81487,81487,20515
8383,1,20514,1344298942,81987,81987,81485,81485,20514
8383,2,10257,336048096,40993,81986,40742,81484,10257
8384,1,20513,1344233408,81985,81985,81483,81483,20513
8385,1,20512,1344167874,81983,81983,81480,81480,20512
8385,2,10256,336015330,40991,81982,40740,81480,10256
8385,4,5128,83990514,20495,81980,20369,81476,5128
8385,8,2564,20990970,10247,81976,10184,81472,2564
8385,16,1282,5244414,5123,81968,5091,81456,1282
8386,1,20511,1344102340,81981,81981,81478,81478,20511
8387,1,20510,1344036806,81979,81979,81476,81476,20510
8387,2,10255,335982564,40989,81978,40737,81474,10255
8388,1,20509,1343971272,81977,81977,81473,81473,20509
8389,1,20508,1343905738,81975,81975,81471,81471,20508
8389,2,10254,335949798,40987,81974,40735,81470,10254
8389,4,5127,83974132,20493,81972,20367,81468,5127
8390,1,20507,1343840204,81973,81973,81468,81468,20507
8391,1,20506,1343774670,81971,81971,81466,81466,20506
8391,2,10253,335917032,40985,81970,40732,81464,10253
8392,1,20505,1343709136,81969,81969,81464,81464,20505
8393,1,20504,1343643602,81967,81967,81461,81461,20504
8393,2,10252,335884266,40983,81966,40730,81460,10252
8393,4,5126,83957750,20491,81964,20365,81460,5126
8393,8,2563,20982780,10245,81960,10182,81456,2563
8394,1,20503,1343578068,81965,81965,81459,81459,20503
8395,1,20502,1343512534,81963,81963,81457,81457,20502
8395,2,10251,335851500,40981,81962,40728,81456,10251
8396,1,20501,1343447000,81961,81961,81454,81454,20501
8397,1,20500,1343381466,81959,81959,81452,81452,20500
8397,2,10250,335818734,40979,81958,40725,81450,10250
8397,4,5125,83941368,20489,81956,20362,81448,5125
8398,1,20499,1343315932,81957,81957,81450,81450,20499
8399,1,20498,1343250398,81955,81955,81447,81447,20498
8399,2,10249,335785968,40977,81954,40723,81446,10249
8400,1,20497,1343184864,81953,81953,81445,81445,20497
8401,1,20496,1343119330,81951,81951,81443,81443,20496
8401,2,10248,335753202,40975,81950,40721,81442,10248
8401,4,5124,83924986,20487,81948,20360,81440,5124
8401,8,2562,20974590,10243,81944,10179,81432,2562
8401,16,1281,5240320,5121,81936,5089,81424,1281
8401,32,640,1307394,2559,81888,2543,81376,640
8402,1,20495,1343053796,81949,81949,81440,81440,20495
8403,1,20494,1342988262,81947,81947,81438,81438,20494
8403,2,10247,335720436,40973,81946,40718,81436,10247
8404,1,20493,1342922728,81945,81945,81435,81435,20493
8405,1,20492,1342857194,81943,81943,81433,81433,20492
8405,2,10246,335687670,40971,81942,40716,81432,10246
8405,4,5123,83908604,20485,81940,20357,81428,5123
8406,1,20491,1342791660,81941,81941,81431,81431,20491
8407,1,20490,1342726126,81939,81939,81428,81428,20490
8407,2,10245,335654904,40969,81938,40714,81428,10245
8408,1,20489,1342660592,81937,81937,81426,81426,20489
8409,1,20488,1342595058,81935,81935,81424,81424,20488
8409,2,10244,335622138,40967,81934,40711,81422,10244
8409,4,5122,83892222,20483,81932,20355,81420,5122
8409,8,2561,20966400,10241,81928,10177,81416,2561
8410,1,20487,1342529524,81933,81933,81421,81421,20487
8411,1,20486,1342463990,81931,81931,81419,81419,20486
8411,2,10243,335589372,40965,81930,40709,81418,10243
8412,1,20485,1342398456,81929,81929,81417,81417,20485
8413,1,20484,1342332922,81927,81927,81414,81414,20484
8413,2,10242,335556606,40963,81926,40707,81414,10242
8413,4,5121,83875840,20481,81924,20353,81412,5121
8414,1,20483,1342267388,81925,81925,81412,81412,20483
8415,1,20482,1342201854,81923,81923,81409,81409,20482
8415,2,10241,335523840,40961,81922,40704,81408,10241
8416,1,20481,1342136320,81921,81921,81407,81407,20481
8417,1,20480,1342070786,81919,81919,81405,81405,20480
8417,2,10240,335491074,40959,81918,40702,81404,10240
8417,4,5120,83859458,20479,81916,20350,81400,5120
8417,8,2560,20958210,10239,81912,10175,81400,2560
8417,16,1280,5236226,5119,81904,5087,81392,1280
8418,1,20479,1342005252,81917,81917,81402,81402,20479
8419,1,20478,1341939718,81915,81915,81400,81400,20478
8419,2,10239,335458308,40957,81914,40699,81398,10239
8420,1,20477,1341874184,81913,81913,81398,81398,20477
8421,1,20476,1341808650,81911,81911,81395,81395,20476
8421,2,10238,335425542,40955,81910,40697,81394,10238
8421,4,5119,83843076,20477,81908,20348,81392,5119
8422,1,20475,1341743116,81909,81909,81393,81393,20475
8423,1,20474,1341677582,81907,81907,81391,81391,20474
8423,2,10237,335392776,40953,81906,40695,81390,10237
8424,1,20473,1341612048,81905,81905,81388,81388,20473
8425,1,20472,1341546514,81903,81903,81386,81386,20472
8425,2,10236,335360010,40951,81902,40692,81384,10236
8425,4,5118,83826694,20475,81900,20346,81384,5118
8425,8,2559,20950020,10237,81896,10172,81376,2559
8426,1,20471,1341480980,81901,81901,81383,81383,20471
8427,1,20470,1341415446,81899,81899,81381,81381,20470
8427,2,10235,335327244,40949,81898,40690,81380,10235
8428,1,20469,1341349912,81897,81897,81379,81379,20469
8429,1,20468,1341284378,81895,81895,81376,81376,20468
8429,2,10234,335294478,40947,81894,40688,81376,10234
8429,4,5117,83810312,20473,81892,20343,81372,5117
8430,1,20467,1341218844,81893,81893,81374,81374,20467
8431,1,20466,1341153310,81891,81891,81372,81372,20466
8431,2,10233,335261712,40945,81890,40685,81370,10233
8432,1,20465,1341087776,81889,81889,81369,81369,20465
8433,1,20464,1341022242,81887,81887,81367,81367,20464
8433,2,10232,335228946,40943,81886,40683,81366,10232
8433,4,5116,83793930,20471,81884,20341,81364,5116
8433,8,2558,20941830,10235,81880,10170,81360,2558
8433,16,1279,5232132,5117,81872,5084,81344,1279
8433,32,639,1305348,2557,81824,2540,81280,639
8433,64,319,324996,1277,81728,1268,81152,319
8433,128,159,80580,637,81536,633,81024,159
8434,1,20463,1340956708,81885,81885,81365,81365,20463
8435,1,20462,1340891174,81883,81883,81362,81362,20462
8435,2,10231,335196180,40941,81882,40681,81362,10231
8436,1,20461,1340825640,81881,81881,81360,81360,20461
8437,1,20460,1340760106,81879,81879,81357,81357,20460
8437,2,10230,335163414,40939,81878,40678,81356,10230
8437,4,5115,83777548,20469,81876,20339,81356,5115
8438,1,20459,1340694572,81877,81877,81355,81355,20459
8439,1,20458,1340629038,81875,81875,81353,81353,20458
8439,2,10229,335130648,40937,81874,40676,81352,10229
8440,1,20457,1340563504,81873,81873,81350,81350,20457
8441,1,20456,1340497970,81871,81871,81348,81348,20456
8441,2,10228,335097882,40935,81870,40673,81346,10228
8441,4,5114,83761166,20467,81868,20336,81344,5114
8441,8,2557,20933640,10233,81864,10168,81344,2557
8442,1,20455,1340432436,81869,81869,81346,81346,20455
8443,1,20454,1340366902,81867,81867,81343,81343,20454
8443,2,10227,335065116,40933,81866,40671,81342,10227
8444,1,20453,1340301368,81865,81865,81341,81341,20453
8445,1,20452,1340235834,81863,81863,81339,81339,20452
8445,2,10226,335032350,40931,81862,40669,81338,10226
8445,4,5113,83744784,20465,81860,20334,81336,5113
8446,1,20451,1340170300,81861,81861,81336,81336,20451
8447,1,20450,1340104766,81859,81859,81334,81334,20450
8447,2,10225,334999584,40929,81858,40666,81332,10225
8448,1,20449,1340039232,81857,81857,81332,81332,20449
8449,1,20448,1339973698,81855,81855,81329,81329,20448
8449,2,10224,334966818,40927,81854,40664,81328,10224
8449,4,5112,83728402,20463,81852,20331,81324,5112
8449,8,2556,20925450,10231,81848,10165,81320,2556
8449,16,1278,5228038,5115,81840,5082,81312,1278
8450,1,20447,1339908164,81853,81853,81327,81327,20447
8451,1,20446,1339842630,81851,81851,81324,81324,20446
8451,2,10223,334934052,40925,81850,40662,81324,10223
8452,1,20445,1339777096,81849,81849,81322,81322,20445
8453,1,20444,1339711562,81847,81847,81320,81320,20444
8453,2,10222,334901286,40923,81846,40659,81318,10222
8453,4,5111,83712020,20461,81844,20329,81316,5111
8454,1,20443,1339646028,81845,81845,81317,81317,20443
8455,1,20442,1339580494,81843,81843,81315,81315,20442
8455,2,10221,334868520,40921,81842,40657,81314,10221
8456,1,20441,1339514960,81841,81841,81313,81313,20441
8457,1,20440,1339449426,81839,81839,81310,81310,20440
8457,2,10220,334835754,40919,81838,40655,81310,10220
8457,4,5110,83695638,20459,81836,20327,81308,5110
8457,8,2555,20917260,10229,81832,10163,81304,2555
8458,1,20439,1339383892,81837,81837,81308,81308,20439
8459,1,20438,1339318358,81835,81835,81306,81306,20438
8459,2,10219,334802988,40917,81834,40652,81304,10219
8460,1,20437,1339252824,81833,81833,81303,81303,20437
8461,1,20436,1339187290,81831,81831,81301,81301,20436
8461,2,10218,334770222,40915,81830,40650,81300,10218
8461,4,5109,83679256,20457,81828,20324,81296,5109
8462,1,20435,1339121756,81829,81829,81298,81298,20435
8463,1,20434,1339056222,81827,81827,81296,81296,20434
8463,2,10217,334737456,40913,81826,40647,81294,10217
8464,1,20433,1338990688,81825,81825,81294,81294,20433
8465,1,20432,1338925154,81823,81823,81291,81291,20432
8465,2,10216,334704690,40911,81822,40645,81290,10216
8465,4,5108,83662874,20455,81820,20322,81288,5108
8465,8,2554,20909070,10227,81816,10160,81280,2554
8465,16,1277,5223944,5113,81808,5080,81280,1277
8465,32,638,1303302,2555,81760,2538,81216,638
8466,1,20431,1338859620,81821,81821,81289,81289,20431
8467,1,20430,1338794086,81819,81819,81287,81287,20430
8467,2,10215,334671924,40909,81818,40643,81286,10215
8468,1,20429,1338728552,81817,81817,81284,81284,20429
8469,1,20428,1338663018,81815,81815,81282,81282,20428
8469,2,10214,334639158,40907,81814,40640,81280,10214
8469,4,5107,83646492,20453,81812,20320,81280,5107
8470,1,20427,1338597484,81813,81813,81280,81280,20427
8471,1,20426,1338531950,81811,81811,81277,81277,20426
8471,2,10213,334606392,40905,81810,40638,81276,10213
8472,1,20425,1338466416,81809,81809,81275,81275,20425
8473,1,20424,1338400882,81807,81807,81272,81272,20424
8473,2,10212,334573626,40903,81806,40636,81272,10212
8473,4,5106,83630110,20451,81804,20317,81268,5106
8473,8,2553,20900880,10225,81800,10158,81264,2553
8474,1,20423,1338335348,81805,81805,81270,81270,20423
8475,1,20422,1338269814,81803,81803,81268,81268,20422
8475,2,10211,334540860,40901,81802,40633,81266,10211
8476,1,20421,1338204280,81801,81801,81265,81265,20421
8477,1,20420,1338138746,81799,81799,81263,81263,20420
8477,2,10210,334508094,40899,81798,40631,81262,10210
8477,4,5105,83613728,20449,81796,20315,81260,5105
8478,1,20419,1338073212,81797,81797,81261,81261,20419
8479,1,20418,1338007678,81795,81795,81258,81258,20418
8479,2,10209,334475328,40897,81794,40629,81258,10209
8480,1,20417,1337942144,81793,81793,81256,81256,20417
8481,1,20416,1337876610,81791,81791,81254,81254,20416
8481,2,10208,334442562,40895,81790,40626,81252,10208
8481,4,5104,83597346,20447,81788,20313,81252,5104
8481,8,2552,20892690,10223,81784,10156,81248,2552
8481,16,1276,5219850,5111,81776,5077,81232,1276
8482,1,20415,1337811076,81789,81789,81251,81251,20415
8483,1,20414,1337745542,81787,81787,81249,81249,20414
8483,2,10207,334409796,40893,81786,40624,81248,10207
8484,1,20413,1337680008,81785,81785,81246,81246,20413
8485,1,20412,1337614474,81783,81783,81244,81244,20412
8485,2,10206,334377030,40891,81782,40621,81242,10206
8485,4,5103,83580964,20445,81780,20310,81240,5103
8486,1,20411,1337548940,81781,81781,81242,81242,20411
8487,1,20410,1337483406,81779,81779,81239,81239,20410
8487,2,10205,334344264,40889,81778,40619,81238,10205
8488,1,20409,1337417872,81777,81777,81237,81237,20409
8489,1,20408,1337352338,81775,81775,81235,81235,20408
8489,2,10204,334311498,40887,81774,40617,81234,10204
8489,4,5102,83564582,20443,81772,20308,81232,5102
8489,8,2551,20884500,10221,81768,10153,81224,2551
8490,1,20407,1337286804,81773,81773,81232,81232,20407
8491,1,20406,1337221270,81771,81771,81230,81230,20406
8491,2,10203,334278732,40885,81770,40614,81228,10203
8492,1,20405,1337155736,81769,81769,81228,81228,20405
8493,1,20404,1337090202,81767,81767,81225,81225,20404
8493,2,10202,334245966,40883,81766,40612,81224,10202
8493,4,5101,83548200,20441,81764,20305,81220,5101
8494,1,20403,1337024668,81765,81765,81223,81223,20403
8495,1,20402,1336959134,81763,81763,81220,81220,20402
8495,2,10201,334213200,40881,81762,40610,81220,10201
8496,1,20401,1336893600,81761,81761,81218,81218,20401
8497,1,20400,1336828066,81759,81759,81216,81216,20400
8497,2,10200,334180434,40879,81758,40607,81214,10200
8497,4,5100,83531818,20439,81756,20303,81212,5100
8497,8,2550,20876310,10219,81752,10151,81208,2550
8497,16,1275,5215756,5109,81744,5075,81200,1275
8497,32,637,1301256,2553,81696,2536,81152,637
8497,64,318,323974,1275,81600,1266,81024,318
8498,1,20399,1336762532,81757,81757,81213,81213,20399
8499,1,20398,1336696998,81755,81755,81211,81211,20398
8499,2,10199,334147668,40877,81754,40605,81210,10199
8500,1,20397,1336631464,81753,81753,81209,81209,20397
8501,1,20396,1336565930,81751,81751,81206,81206,20396
8501,2,10198,334114902,40875,81750,40603,81206,10198
8501,4,5099,83515436,20437,81748,20301,81204,5099
8502,1,20395,1336500396,81749,81749,81204,81204,20395
8503,1,20394,1336434862,81747,81747,81201,81201,20394
8503,2,10197,334082136,40873,81746,40600,81200,10197
8504,1,20393,1336369328,81745,81745,81199,81199,20393
8505,1,20392,1336303794,81743,81743,81197,81197,20392
8505,2,10196,334049370,40871,81742,40598,81196,10196
8505,4,5098,83499054,20435,81740,20298,81192,5098
8505,8,2549,20868120,10217,81736,10149,81192,2549
8506,1,20391,1336238260,81741,81741,81194,81194,20391
8507,1,20390,1336172726,81739,81739,81192,81192,20390
8507,2,10195,334016604,40869,81738,40595,81190,10195
8508,1,20389,1336107192,81737,81737,81190,81190,20389
8509,1,20388,1336041658,81735,81735,81187,81187,20388
8509,2,10194,333983838,40867,81734,40593,81186,10194
8509,4,5097,83482672,20433,81732,20296,81184,5097
8510,1,20387,1335976124,81733,81733,81185,81185,20387
8511,1,20386,1335910590,81731,81731,81183,81183,20386
8511,2,10193,333951072,40865,81730,40591,81182,10193
8512,1,20385,1335845056,81729,81729,81180,81180,20385
8513,1,20384,1335779522,81727,81727,81178,81178,20384
8513,2,10192,333918306,40863,81726,40588,81176,10192
8513,4,5096,83466290,20431,81724,20294,81176,5096
8513,8,2548,20859930,10215,81720,10146,81168,2548
8513,16,1274,5211662,5107,81712,5073,81168,1274
8514,1,20383,1335713988,81725,81725,81175,81175,20383
8515,1,20382,1335648454,81723,81723,81173,81173,20382
8515,2,10191,333885540,40861,81722,40586,81172,10191
8516,1,20381,1335582920,81721,81721,81171,81171,20381
8517,1,20380,1335517386,81719,81719,81168,81168,20380
8517,2,10190,333852774,40859,81718,40584,81168,10190
8517,4,5095,83449908,20429,81716,20291,81164,5095
8518,1,20379,1335451852,81716,81716,81166,81166,20379
8519,1,20378,1335386318,81714,81714,81164,81164,20378
8519,2,10189,333820008,40857,81714,40581,81162,10189
8520,1,20377,1335320784,81712,81712,81161,81161,20377
8521,1,20376,1335255250,81710,81710,81159,81159,20376
8521,2,10188,333787242,40855,81710,40579,81158,10188
8521,4,5094,83433526,20427,81708,20289,81156,5094
8521,8,2547,20851740,10213,81704,10144,81152,2547
