c,r,lam,k3,k4,twice_lam,j,pr930_wall,removed_width,support_floor
8057,55544,20840,82636,82252,41680,82636,96880,14244,161143
8058,55543,20839,82634,82250,41678,82634,96875,14241,161142
8059,55542,20838,82632,82247,41676,82632,96870,14238,161140
8060,55541,20837,82630,82245,41674,82630,96865,14235,161139
8061,55540,20836,82628,82243,41672,82628,96860,14232,161137
8062,55539,20835,82626,82240,41670,82626,96855,14229,161136
8063,55538,20834,82624,82238,41668,82624,96850,14226,161134
8064,55537,20833,82622,82236,41666,82622,96845,14223,161133
8065,55536,20832,82620,82233,41664,82620,96840,14220,161131
8066,55535,20831,82618,82231,41662,82618,96835,14217,161130
8067,55534,20830,82616,82229,41660,82616,96830,14214,161128
8068,55533,20829,82614,82226,41658,82614,96825,14211,161127
8069,55532,20828,82612,82224,41656,82612,96820,14208,161125
8070,55531,20827,82610,82222,41654,82610,96815,14205,161124
8071,55530,20826,82608,82219,41652,82608,96810,14202,161122
8072,55529,20825,82606,82217,41650,82606,96805,14199,161121
8073,55528,20824,82604,82215,41648,82604,96800,14196,161119
8074,55527,20823,82602,82212,41646,82602,96795,14193,161118
8075,55526,20822,82600,82210,41644,82600,96790,14190,161116
8076,55525,20821,82598,82208,41642,82598,96785,14187,161115
8077,55524,20820,82596,82205,41640,82596,96780,14184,161113
8078,55523,20819,82594,82203,41638,82594,96775,14181,161112
8079,55522,20818,82592,82200,41636,82592,96770,14178,161110
8080,55521,20817,82590,82198,41634,82590,96765,14175,161109
8081,55520,20816,82588,82196,41632,82588,96760,14172,161107
8082,55519,20815,82586,82193,41630,82586,96755,14169,161106
8083,55518,20814,82584,82191,41628,82584,96750,14166,161104
8084,55517,20813,82582,82189,41626,82582,96745,14163,161103
8085,55516,20812,82580,82186,41624,82580,96740,14160,161101
8086,55515,20811,82578,82184,41622,82578,96735,14157,161100
8087,55514,20810,82576,82182,41620,82576,96730,14154,161098
8088,55513,20809,82574,82179,41618,82574,96725,14151,161097
8089,55512,20808,82572,82177,41616,82572,96720,14148,161095
8090,55511,20807,82570,82175,41614,82570,96715,14145,161094
8091,55510,20806,82568,82172,41612,82568,96710,14142,161092
8092,55509,20805,82566,82170,41610,82566,96705,14139,161091
8093,55508,20804,82564,82168,41608,82564,96700,14136,161089
8094,55507,20803,82562,82165,41606,82562,96695,14133,161088
8095,55506,20802,82560,82163,41604,82560,96690,14130,161086
8096,55505,20801,82558,82161,41602,82558,96685,14127,161085
8097,55504,20800,82556,82158,41600,82556,96680,14124,161083
8098,55503,20799,82554,82156,41598,82554,96675,14121,161082
8099,55502,20798,82552,82154,41596,82552,96670,14118,161080
8100,55501,20797,82550,82151,41594,82550,96665,14115,161079
8101,55500,20796,82548,82149,41592,82548,96660,14112,161077
8102,55499,20795,82546,82146,41590,82546,96655,14109,161076
8103,55498,20794,82544,82144,41588,82544,96650,14106,161074
8104,55497,20793,82542,82142,41586,82542,96645,14103,161073
8105,55496,20792,82540,82139,41584,82540,96640,14100,161071
8106,55495,20791,82538,82137,41582,82538,96635,14097,161070
8107,55494,20790,82536,82135,41580,82536,96630,14094,161068
8108,55493,20789,82534,82132,41578,82534,96625,14091,161067
8109,55492,20788,82532,82130,41576,82532,96620,14088,161065
8110,55491,20787,82530,82128,41574,82530,96615,14085,161064
8111,55490,20786,82528,82125,41572,82528,96610,14082,161062
8112,55489,20785,82527,82123,41570,82527,96605,14078,161060
8113,55488,20784,82525,82121,41568,82525,96600,14075,161059
8114,55487,20783,82523,82118,41566,82523,96595,14072,161057
8115,55486,20782,82521,82116,41564,82521,96590,14069,161056
8116,55485,20781,82519,82114,41562,82519,96585,14066,161054
8117,55484,20780,82517,82111,41560,82517,96580,14063,161053
8118,55483,20779,82515,82109,41558,82515,96575,14060,161051
8119,55482,20778,82513,82107,41556,82513,96570,14057,161050
8120,55481,20777,82511,82104,41554,82511,96565,14054,161048
8121,55480,20776,82509,82102,41552,82509,96560,14051,161047
8122,55479,20775,82507,82100,41550,82507,96555,14048,161045
8123,55478,20774,82505,82097,41548,82505,96550,14045,161044
8124,55477,20773,82503,82095,41546,82503,96545,14042,161042
8125,55476,20772,82501,82092,41544,82501,96540,14039,161041
8126,55475,20771,82499,82090,41542,82499,96535,14036,161039
8127,55474,20770,82497,82088,41540,82497,96530,14033,161038
8128,55473,20769,82495,82085,41538,82495,96525,14030,161036
8129,55472,20768,82493,82083,41536,82493,96520,14027,161035
8130,55471,20767,82491,82081,41534,82491,96515,14024,161033
8131,55470,20766,82489,82078,41532,82489,96510,14021,161032
8132,55469,20765,82487,82076,41530,82487,96505,14018,161030
8133,55468,20764,82485,82074,41528,82485,96500,14015,161029
8134,55467,20763,82483,82071,41526,82483,96495,14012,161027
8135,55466,20762,82481,82069,41524,82481,96490,14009,161026
8136,55465,20761,82479,82067,41522,82479,96485,14006,161024
8137,55464,20760,82477,82064,41520,82477,96480,14003,161023
8138,55463,20759,82475,82062,41518,82475,96475,14000,161021
8139,55462,20758,82473,82060,41516,82473,96470,13997,161020
8140,55461,20757,82471,82057,41514,82471,96465,13994,161018
8141,55460,20756,82469,82055,41512,82469,96460,13991,161017
8142,55459,20755,82467,82053,41510,82467,96455,13988,161015
8143,55458,20754,82465,82050,41508,82465,96450,13985,161014
8144,55457,20753,82463,82048,41506,82463,96445,13982,161012
8145,55456,20752,82461,82045,41504,82461,96440,13979,161011
8146,55455,20751,82459,82043,41502,82459,96435,13976,161009
8147,55454,20750,82457,82041,41500,82457,96430,13973,161008
8148,55453,20749,82455,82038,41498,82455,96425,13970,161006
8149,55452,20748,82453,82036,41496,82453,96420,13967,161005
8150,55451,20747,82451,82034,41494,82451,96415,13964,161003
8151,55450,20746,82449,82031,41492,82449,96410,13961,161002
8152,55449,20745,82447,82029,41490,82447,96405,13958,161000
8153,55448,20744,82445,82027,41488,82445,96400,13955,160999
8154,55447,20743,82443,82024,41486,82443,96395,13952,160997
8155,55446,20742,82441,82022,41484,82441,96390,13949,160996
8156,55445,20741,82439,82020,41482,82439,96385,13946,160994
8157,55444,20740,82437,82017,41480,82437,96380,13943,160993
8158,55443,20739,82435,82015,41478,82435,96375,13940,160991
8159,55442,20738,82433,82013,41476,82433,96370,13937,160990
8160,55441,20737,82431,82010,41474,82431,96365,13934,160988
8161,55440,20736,82429,82008,41472,82429,96360,13931,160987
8162,55439,20735,82427,82006,41470,82427,96355,13928,160985
8163,55438,20734,82425,82003,41468,82425,96350,13925,160984
8164,55437,20733,82423,82001,41466,82423,96345,13922,160982
8165,55436,20732,82421,81998,41464,82421,96340,13919,160981
8166,55435,20731,82419,81996,41462,82419,96335,13916,160979
8167,55434,20730,82417,81994,41460,82417,96330,13913,160978
8168,55433,20729,82415,81991,41458,82415,96325,13910,160976
8169,55432,20728,82413,81989,41456,82413,96320,13907,160975
8170,55431,20727,82411,81987,41454,82411,96315,13904,160973
8171,55430,20726,82409,81984,41452,82409,96310,13901,160972
8172,55429,20725,82407,81982,41450,82407,96305,13898,160970
8173,55428,20724,82405,81980,41448,82405,96300,13895,160969
8174,55427,20723,82403,81977,41446,82403,96295,13892,160967
8175,55426,20722,82401,81975,41444,82401,96290,13889,160966
8176,55425,20721,82399,81973,41442,82399,96285,13886,160964
8177,55424,20720,82397,81970,41440,82397,96280,13883,160963
8178,55423,20719,82395,81968,41438,82395,96275,13880,160961
8179,55422,20718,82393,81966,41436,82393,96270,13877,160960
8180,55421,20717,82391,81963,41434,82391,96265,13874,160958
8181,55420,20716,82389,81961,41432,82389,96260,13871,160957
8182,55419,20715,82387,81958,41430,82387,96255,13868,160955
8183,55418,20714,82385,81956,41428,82385,96250,13865,160954
8184,55417,20713,82383,81954,41426,82383,96245,13862,160952
8185,55416,20712,82381,81951,41424,82381,96240,13859,160951
8186,55415,20711,82379,81949,41422,82379,96235,13856,160949
8187,55414,20710,82377,81947,41420,82377,96230,13853,160948
8188,55413,20709,82375,81944,41418,82375,96225,13850,160946
8189,55412,20708,82373,81942,41416,82373,96220,13847,160945
8190,55411,20707,82372,81940,41414,82372,96215,13843,160943
8191,55410,20706,82370,81937,41412,82370,96210,13840,160941
8192,55409,20705,82368,81935,41410,82368,96205,13837,160940
8193,55408,20704,82366,81933,41408,82366,96200,13834,160938
8194,55407,20703,82364,81930,41406,82364,96195,13831,160937
8195,55406,20702,82362,81928,41404,82362,96190,13828,160935
8196,55405,20701,82360,81926,41402,82360,96185,13825,160934
8197,55404,20700,82358,81923,41400,82358,96180,13822,160932
8198,55403,20699,82356,81921,41398,82356,96175,13819,160931
8199,55402,20698,82354,81919,41396,82354,96170,13816,160929
8200,55401,20697,82352,81916,41394,82352,96165,13813,160928
8201,55400,20696,82350,81914,41392,82350,96160,13810,160926
8202,55399,20695,82348,81911,41390,82348,96155,13807,160925
8203,55398,20694,82346,81909,41388,82346,96150,13804,160923
8204,55397,20693,82344,81907,41386,82344,96145,13801,160922
8205,55396,20692,82342,81904,41384,82342,96140,13798,160920
8206,55395,20691,82340,81902,41382,82340,96135,13795,160919
8207,55394,20690,82338,81900,41380,82338,96130,13792,160917
8208,55393,20689,82336,81897,41378,82336,96125,13789,160916
8209,55392,20688,82334,81895,41376,82334,96120,13786,160914
8210,55391,20687,82332,81893,41374,82332,96115,13783,160913
8211,55390,20686,82330,81890,41372,82330,96110,13780,160911
8212,55389,20685,82328,81888,41370,82328,96105,13777,160910
8213,55388,20684,82326,81886,41368,82326,96100,13774,160908
8214,55387,20683,82324,81883,41366,82324,96095,13771,160907
8215,55386,20682,82322,81881,41364,82322,96090,13768,160905
8216,55385,20681,82320,81879,41362,82320,96085,13765,160904
8217,55384,20680,82318,81876,41360,82318,96080,13762,160902
8218,55383,20679,82316,81874,41358,82316,96075,13759,160901
8219,55382,20678,82314,81871,41356,82314,96070,13756,160899
8220,55381,20677,82312,81869,41354,82312,96065,13753,160898
8221,55380,20676,82310,81867,41352,82310,96060,13750,160896
8222,55379,20675,82308,81864,41350,82308,96055,13747,160895
8223,55378,20674,82306,81862,41348,82306,96050,13744,160893
8224,55377,20673,82304,81860,41346,82304,96045,13741,160892
8225,55376,20672,82302,81857,41344,82302,96040,13738,160890
8226,55375,20671,82300,81855,41342,82300,96035,13735,160889
8227,55374,20670,82298,81853,41340,82298,96030,13732,160887
8228,55373,20669,82296,81850,41338,82296,96025,13729,160886
8229,55372,20668,82294,81848,41336,82294,96020,13726,160884
8230,55371,20667,82292,81846,41334,82292,96015,13723,160883
8231,55370,20666,82290,81843,41332,82290,96010,13720,160881
8232,55369,20665,82288,81841,41330,82288,96005,13717,160880
8233,55368,20664,82286,81839,41328,82286,96000,13714,160878
8234,55367,20663,82284,81836,41326,82284,95995,13711,160877
8235,55366,20662,82282,81834,41324,82282,95990,13708,160875
8236,55365,20661,82280,81831,41322,82280,95985,13705,160874
8237,55364,20660,82278,81829,41320,82278,95980,13702,160872
8238,55363,20659,82276,81827,41318,82276,95975,13699,160871
8239,55362,20658,82274,81824,41316,82274,95970,13696,160869
8240,55361,20657,82272,81822,41314,82272,95965,13693,160868
8241,55360,20656,82270,81820,41312,82270,95960,13690,160866
8242,55359,20655,82268,81817,41310,82268,95955,13687,160865
8243,55358,20654,82266,81815,41308,82266,95950,13684,160863
8244,55357,20653,82264,81813,41306,82264,95945,13681,160862
8245,55356,20652,82262,81810,41304,82262,95940,13678,160860
8246,55355,20651,82260,81808,41302,82260,95935,13675,160859
8247,55354,20650,82258,81806,41300,82258,95930,13672,160857
8248,55353,20649,82256,81803,41298,82256,95925,13669,160856
8249,55352,20648,82254,81801,41296,82254,95920,13666,160854
8250,55351,20647,82252,81798,41294,82252,95915,13663,160853
8251,55350,20646,82250,81796,41292,82250,95910,13660,160851
8252,55349,20645,82248,81794,41290,82248,95905,13657,160850
8253,55348,20644,82246,81791,41288,82246,95900,13654,160848
8254,55347,20643,82244,81789,41286,82244,95895,13651,160847
8255,55346,20642,82242,81787,41284,82242,95890,13648,160845
8256,55345,20641,82240,81784,41282,82240,95885,13645,160844
8257,55344,20640,82238,81782,41280,82238,95880,13642,160842
8258,55343,20639,82236,81780,41278,82236,95875,13639,160841
8259,55342,20638,82234,81777,41276,82234,95870,13636,160839
8260,55341,20637,82232,81775,41274,82232,95865,13633,160838
8261,55340,20636,82230,81773,41272,82230,95860,13630,160836
8262,55339,20635,82228,81770,41270,82228,95855,13627,160835
8263,55338,20634,82226,81768,41268,82226,95850,13624,160833
8264,55337,20633,82224,81766,41266,82224,95845,13621,160832
8265,55336,20632,82222,81763,41264,82222,95840,13618,160830
8266,55335,20631,82220,81761,41262,82220,95835,13615,160829
8267,55334,20630,82218,81758,41260,82218,95830,13612,160827
8268,55333,20629,82216,81756,41258,82216,95825,13609,160826
8269,55332,20628,82214,81754,41256,82214,95820,13606,160824
8270,55331,20627,82212,81751,41254,82212,95815,13603,160823
8271,55330,20626,82210,81749,41252,82210,95810,13600,160821
8272,55329,20625,82208,81747,41250,82208,95805,13597,160820
8273,55328,20624,82206,81744,41248,82206,95800,13594,160818
8274,55327,20623,82204,81742,41246,82204,95795,13591,160817
8275,55326,20622,82202,81740,41244,82202,95790,13588,160815
8276,55325,20621,82200,81737,41242,82200,95785,13585,160814
8277,55324,20620,82198,81735,41240,82198,95780,13582,160812
8278,55323,20619,82196,81733,41238,82196,95775,13579,160811
8279,55322,20618,82194,81730,41236,82194,95770,13576,160809
8280,55321,20617,82192,81728,41234,82192,95765,13573,160808
8281,55320,20616,82190,81725,41232,82190,95760,13570,160806
8282,55319,20615,82188,81723,41230,82188,95755,13567,160805
8283,55318,20614,82186,81721,41228,82186,95750,13564,160803
8284,55317,20613,82184,81718,41226,82184,95745,13561,160802
8285,55316,20612,82182,81716,41224,82182,95740,13558,160800
8286,55315,20611,82180,81714,41222,82180,95735,13555,160799
8287,55314,20610,82178,81711,41220,82178,95730,13552,160797
8288,55313,20609,82176,81709,41218,82176,95725,13549,160796
8289,55312,20608,82174,81707,41216,82174,95720,13546,160794
8290,55311,20607,82172,81704,41214,82172,95715,13543,160793
8291,55310,20606,82170,81702,41212,82170,95710,13540,160791
8292,55309,20605,82168,81700,41210,82168,95705,13537,160790
8293,55308,20604,82166,81697,41208,82166,95700,13534,160788
8294,55307,20603,82164,81695,41206,82164,95695,13531,160787
8295,55306,20602,82162,81693,41204,82162,95690,13528,160785
8296,55305,20601,82160,81690,41202,82160,95685,13525,160784
8297,55304,20600,82158,81688,41200,82158,95680,13522,160782
8298,55303,20599,82156,81685,41198,82156,95675,13519,160781
8299,55302,20598,82154,81683,41196,82154,95670,13516,160779
8300,55301,20597,82152,81681,41194,82152,95665,13513,160778
8301,55300,20596,82150,81678,41192,82150,95660,13510,160776
8302,55299,20595,82148,81676,41190,82148,95655,13507,160775
8303,55298,20594,82146,81674,41188,82146,95650,13504,160773
8304,55297,20593,82144,81671,41186,82144,95645,13501,160772
8305,55296,20592,82142,81669,41184,82142,95640,13498,160770
8306,55295,20591,82140,81667,41182,82140,95635,13495,160769
8307,55294,20590,82138,81664,41180,82138,95630,13492,160767
8308,55293,20589,82136,81662,41178,82136,95625,13489,160766
8309,55292,20588,82134,81660,41176,82134,95620,13486,160764
8310,55291,20587,82132,81657,41174,82132,95615,13483,160763
8311,55290,20586,82130,81655,41172,82130,95610,13480,160761
8312,55289,20585,82128,81652,41170,82128,95605,13477,160760
8313,55288,20584,82126,81650,41168,82126,95600,13474,160758
8314,55287,20583,82124,81648,41166,82124,95595,13471,160757
8315,55286,20582,82122,81645,41164,82122,95590,13468,160755
8316,55285,20581,82121,81643,41162,82121,95585,13464,160753
8317,55284,20580,82119,81641,41160,82119,95580,13461,160752
8318,55283,20579,82117,81638,41158,82117,95575,13458,160750
8319,55282,20578,82115,81636,41156,82115,95570,13455,160749
8320,55281,20577,82113,81634,41154,82113,95565,13452,160747
8321,55280,20576,82111,81631,41152,82111,95560,13449,160746
8322,55279,20575,82109,81629,41150,82109,95555,13446,160744
8323,55278,20574,82107,81627,41148,82107,95550,13443,160743
8324,55277,20573,82105,81624,41146,82105,95545,13440,160741
8325,55276,20572,82103,81622,41144,82103,95540,13437,160740
8326,55275,20571,82101,81619,41142,82101,95535,13434,160738
8327,55274,20570,82099,81617,41140,82099,95530,13431,160737
8328,55273,20569,82097,81615,41138,82097,95525,13428,160735
8329,55272,20568,82095,81612,41136,82095,95520,13425,160734
8330,55271,20567,82093,81610,41134,82093,95515,13422,160732
8331,55270,20566,82091,81608,41132,82091,95510,13419,160731
8332,55269,20565,82089,81605,41130,82089,95505,13416,160729
8333,55268,20564,82087,81603,41128,82087,95500,13413,160728
8334,55267,20563,82085,81601,41126,82085,95495,13410,160726
8335,55266,20562,82083,81598,41124,82083,95490,13407,160725
8336,55265,20561,82081,81596,41122,82081,95485,13404,160723
8337,55264,20560,82079,81594,41120,82079,95480,13401,160722
8338,55263,20559,82077,81591,41118,82077,95475,13398,160720
8339,55262,20558,82075,81589,41116,82075,95470,13395,160719
8340,55261,20557,82073,81586,41114,82073,95465,13392,160717
8341,55260,20556,82071,81584,41112,82071,95460,13389,160716
