c,r,lam,k3,k4,twice_lam,j,pr930_wall,removed_width,support_floor
9288,54313,19609,80158,78436,39218,80158,90725,10567,159305
9289,54312,19608,80156,78432,39216,80156,90720,10564,159303
9290,54311,19607,80154,78428,39214,80154,90715,10561,159302
9291,54310,19606,80152,78424,39212,80152,90710,10558,159300
9292,54309,19605,80150,78420,39210,80150,90705,10555,159299
9293,54308,19604,80148,78416,39208,80148,90700,10552,159297
9294,54307,19603,80146,78412,39206,80146,90695,10549,159296
9295,54306,19602,80143,78408,39204,80143,90690,10547,159295
9296,54305,19601,80141,78404,39202,80141,90685,10544,159293
9297,54304,19600,80139,78400,39200,80139,90680,10541,159292
9298,54303,19599,80137,78396,39198,80137,90675,10538,159290
9299,54302,19598,80135,78392,39196,80135,90670,10535,159289
9300,54301,19597,80133,78388,39194,80133,90665,10532,159287
9301,54300,19596,80131,78384,39192,80131,90660,10529,159286
9302,54299,19595,80129,78380,39190,80129,90655,10526,159284
9303,54298,19594,80127,78376,39188,80127,90650,10523,159283
9304,54297,19593,80125,78372,39186,80125,90645,10520,159281
9305,54296,19592,80123,78368,39184,80123,90640,10517,159280
9306,54295,19591,80121,78364,39182,80121,90635,10514,159278
9307,54294,19590,80119,78360,39180,80119,90630,10511,159277
9308,54293,19589,80117,78356,39178,80117,90625,10508,159275
9309,54292,19588,80115,78352,39176,80115,90620,10505,159274
9310,54291,19587,80113,78348,39174,80113,90615,10502,159272
9311,54290,19586,80111,78344,39172,80111,90610,10499,159271
9312,54289,19585,80109,78340,39170,80109,90605,10496,159269
9313,54288,19584,80107,78336,39168,80107,90600,10493,159268
9314,54287,19583,80105,78332,39166,80105,90595,10490,159266
9315,54286,19582,80103,78328,39164,80103,90590,10487,159265
9316,54285,19581,80101,78324,39162,80101,90585,10484,159263
9317,54284,19580,80099,78320,39160,80099,90580,10481,159262
9318,54283,19579,80096,78316,39158,80096,90575,10479,159261
9319,54282,19578,80094,78312,39156,80094,90570,10476,159259
9320,54281,19577,80092,78308,39154,80092,90565,10473,159258
9321,54280,19576,80090,78304,39152,80090,90560,10470,159256
9322,54279,19575,80088,78300,39150,80088,90555,10467,159255
9323,54278,19574,80086,78296,39148,80086,90550,10464,159253
9324,54277,19573,80084,78292,39146,80084,90545,10461,159252
9325,54276,19572,80082,78288,39144,80082,90540,10458,159250
9326,54275,19571,80080,78284,39142,80080,90535,10455,159249
9327,54274,19570,80078,78280,39140,80078,90530,10452,159247
9328,54273,19569,80076,78276,39138,80076,90525,10449,159246
9329,54272,19568,80074,78272,39136,80074,90520,10446,159244
9330,54271,19567,80072,78268,39134,80072,90515,10443,159243
9331,54270,19566,80070,78264,39132,80070,90510,10440,159241
9332,54269,19565,80068,78260,39130,80068,90505,10437,159240
9333,54268,19564,80066,78256,39128,80066,90500,10434,159238
9334,54267,19563,80064,78252,39126,80064,90495,10431,159237
9335,54266,19562,80062,78248,39124,80062,90490,10428,159235
9336,54265,19561,80060,78244,39122,80060,90485,10425,159234
9337,54264,19560,80058,78240,39120,80058,90480,10422,159232
9338,54263,19559,80056,78236,39118,80056,90475,10419,159231
9339,54262,19558,80053,78232,39116,80053,90470,10417,159230
9340,54261,19557,80051,78228,39114,80051,90465,10414,159228
9341,54260,19556,80049,78224,39112,80049,90460,10411,159227
9342,54259,19555,80047,78220,39110,80047,90455,10408,159225
9343,54258,19554,80045,78216,39108,80045,90450,10405,159224
9344,54257,19553,80043,78212,39106,80043,90445,10402,159222
9345,54256,19552,80041,78208,39104,80041,90440,10399,159221
9346,54255,19551,80039,78204,39102,80039,90435,10396,159219
9347,54254,19550,80037,78200,39100,80037,90430,10393,159218
9348,54253,19549,80035,78196,39098,80035,90425,10390,159216
9349,54252,19548,80033,78192,39096,80033,90420,10387,159215
9350,54251,19547,80031,78188,39094,80031,90415,10384,159213
9351,54250,19546,80029,78184,39092,80029,90410,10381,159212
9352,54249,19545,80027,78180,39090,80027,90405,10378,159210
9353,54248,19544,80025,78176,39088,80025,90400,10375,159209
9354,54247,19543,80023,78172,39086,80023,90395,10372,159207
9355,54246,19542,80021,78168,39084,80021,90390,10369,159206
9356,54245,19541,80019,78164,39082,80019,90385,10366,159204
9357,54244,19540,80017,78160,39080,80017,90380,10363,159203
9358,54243,19539,80015,78156,39078,80015,90375,10360,159201
9359,54242,19538,80013,78152,39076,80013,90370,10357,159200
9360,54241,19537,80011,78148,39074,80011,90365,10354,159198
9361,54240,19536,80008,78144,39072,80008,90360,10352,159197
9362,54239,19535,80006,78140,39070,80006,90355,10349,159196
9363,54238,19534,80004,78136,39068,80004,90350,10346,159194
9364,54237,19533,80002,78132,39066,80002,90345,10343,159193
9365,54236,19532,80000,78128,39064,80000,90340,10340,159191
9366,54235,19531,79998,78124,39062,79998,90335,10337,159190
9367,54234,19530,79996,78120,39060,79996,90330,10334,159188
9368,54233,19529,79994,78116,39058,79994,90325,10331,159187
9369,54232,19528,79992,78112,39056,79992,90320,10328,159185
9370,54231,19527,79990,78108,39054,79990,90315,10325,159184
9371,54230,19526,79988,78104,39052,79988,90310,10322,159182
9372,54229,19525,79986,78100,39050,79986,90305,10319,159181
9373,54228,19524,79984,78096,39048,79984,90300,10316,159179
9374,54227,19523,79982,78092,39046,79982,90295,10313,159178
9375,54226,19522,79980,78088,39044,79980,90290,10310,159176
9376,54225,19521,79978,78084,39042,79978,90285,10307,159175
9377,54224,19520,79976,78080,39040,79976,90280,10304,159173
9378,54223,19519,79974,78076,39038,79974,90275,10301,159172
9379,54222,19518,79972,78072,39036,79972,90270,10298,159170
9380,54221,19517,79970,78068,39034,79970,90265,10295,159169
9381,54220,19516,79967,78064,39032,79967,90260,10293,159168
9382,54219,19515,79965,78060,39030,79965,90255,10290,159166
9383,54218,19514,79963,78056,39028,79963,90250,10287,159165
9384,54217,19513,79961,78052,39026,79961,90245,10284,159163
9385,54216,19512,79959,78048,39024,79959,90240,10281,159162
9386,54215,19511,79957,78044,39022,79957,90235,10278,159160
9387,54214,19510,79955,78040,39020,79955,90230,10275,159159
9388,54213,19509,79953,78036,39018,79953,90225,10272,159157
9389,54212,19508,79951,78032,39016,79951,90220,10269,159156
9390,54211,19507,79949,78028,39014,79949,90215,10266,159154
9391,54210,19506,79947,78024,39012,79947,90210,10263,159153
9392,54209,19505,79945,78020,39010,79945,90205,10260,159151
9393,54208,19504,79943,78016,39008,79943,90200,10257,159150
9394,54207,19503,79941,78012,39006,79941,90195,10254,159148
9395,54206,19502,79939,78008,39004,79939,90190,10251,159147
9396,54205,19501,79937,78004,39002,79937,90185,10248,159145
9397,54204,19500,79935,78000,39000,79935,90180,10245,159144
9398,54203,19499,79933,77996,38998,79933,90175,10242,159142
9399,54202,19498,79931,77992,38996,79931,90170,10239,159141
9400,54201,19497,79929,77988,38994,79929,90165,10236,159139
9401,54200,19496,79927,77984,38992,79927,90160,10233,159138
9402,54199,19495,79924,77980,38990,79924,90155,10231,159137
9403,54198,19494,79922,77976,38988,79922,90150,10228,159135
9404,54197,19493,79920,77972,38986,79920,90145,10225,159134
9405,54196,19492,79918,77968,38984,79918,90140,10222,159132
9406,54195,19491,79916,77964,38982,79916,90135,10219,159131
9407,54194,19490,79914,77960,38980,79914,90130,10216,159129
9408,54193,19489,79912,77956,38978,79912,90125,10213,159128
9409,54192,19488,79910,77952,38976,79910,90120,10210,159126
9410,54191,19487,79908,77948,38974,79908,90115,10207,159125
9411,54190,19486,79906,77944,38972,79906,90110,10204,159123
9412,54189,19485,79904,77940,38970,79904,90105,10201,159122
9413,54188,19484,79902,77936,38968,79902,90100,10198,159120
9414,54187,19483,79900,77932,38966,79900,90095,10195,159119
9415,54186,19482,79898,77928,38964,79898,90090,10192,159117
9416,54185,19481,79896,77924,38962,79896,90085,10189,159116
9417,54184,19480,79894,77920,38960,79894,90080,10186,159114
9418,54183,19479,79892,77916,38958,79892,90075,10183,159113
9419,54182,19478,79890,77912,38956,79890,90070,10180,159111
9420,54181,19477,79888,77908,38954,79888,90065,10177,159110
9421,54180,19476,79885,77904,38952,79885,90060,10175,159109
9422,54179,19475,79883,77900,38950,79883,90055,10172,159107
9423,54178,19474,79881,77896,38948,79881,90050,10169,159106
9424,54177,19473,79879,77892,38946,79879,90045,10166,159104
9425,54176,19472,79877,77888,38944,79877,90040,10163,159103
9426,54175,19471,79875,77884,38942,79875,90035,10160,159101
9427,54174,19470,79873,77880,38940,79873,90030,10157,159100
9428,54173,19469,79871,77876,38938,79871,90025,10154,159098
9429,54172,19468,79869,77872,38936,79869,90020,10151,159097
9430,54171,19467,79867,77868,38934,79867,90015,10148,159095
9431,54170,19466,79865,77864,38932,79865,90010,10145,159094
9432,54169,19465,79863,77860,38930,79863,90005,10142,159092
9433,54168,19464,79861,77856,38928,79861,90000,10139,159091
9434,54167,19463,79859,77852,38926,79859,89995,10136,159089
9435,54166,19462,79857,77848,38924,79857,89990,10133,159088
9436,54165,19461,79855,77844,38922,79855,89985,10130,159086
9437,54164,19460,79853,77840,38920,79853,89980,10127,159085
9438,54163,19459,79851,77836,38918,79851,89975,10124,159083
9439,54162,19458,79849,77832,38916,79849,89970,10121,159082
9440,54161,19457,79847,77828,38914,79847,89965,10118,159080
9441,54160,19456,79844,77824,38912,79844,89960,10116,159079
9442,54159,19455,79842,77820,38910,79842,89955,10113,159078
9443,54158,19454,79840,77816,38908,79840,89950,10110,159076
9444,54157,19453,79838,77812,38906,79838,89945,10107,159075
9445,54156,19452,79836,77808,38904,79836,89940,10104,159073
9446,54155,19451,79834,77804,38902,79834,89935,10101,159072
9447,54154,19450,79832,77800,38900,79832,89930,10098,159070
9448,54153,19449,79830,77796,38898,79830,89925,10095,159069
9449,54152,19448,79828,77792,38896,79828,89920,10092,159067
9450,54151,19447,79826,77788,38894,79826,89915,10089,159066
9451,54150,19446,79824,77784,38892,79824,89910,10086,159064
9452,54149,19445,79822,77780,38890,79822,89905,10083,159063
9453,54148,19444,79820,77776,38888,79820,89900,10080,159061
9454,54147,19443,79818,77772,38886,79818,89895,10077,159060
9455,54146,19442,79816,77768,38884,79816,89890,10074,159058
9456,54145,19441,79814,77764,38882,79814,89885,10071,159057
9457,54144,19440,79812,77760,38880,79812,89880,10068,159055
9458,54143,19439,79810,77756,38878,79810,89875,10065,159054
9459,54142,19438,79808,77752,38876,79808,89870,10062,159052
9460,54141,19437,79805,77748,38874,79805,89865,10060,159051
9461,54140,19436,79803,77744,38872,79803,89860,10057,159050
9462,54139,19435,79801,77740,38870,79801,89855,10054,159048
9463,54138,19434,79799,77736,38868,79799,89850,10051,159047
9464,54137,19433,79797,77732,38866,79797,89845,10048,159045
9465,54136,19432,79795,77728,38864,79795,89840,10045,159044
9466,54135,19431,79793,77724,38862,79793,89835,10042,159042
9467,54134,19430,79791,77720,38860,79791,89830,10039,159041
9468,54133,19429,79789,77716,38858,79789,89825,10036,159039
9469,54132,19428,79787,77712,38856,79787,89820,10033,159038
9470,54131,19427,79785,77708,38854,79785,89815,10030,159036
9471,54130,19426,79783,77704,38852,79783,89810,10027,159035
9472,54129,19425,79781,77700,38850,79781,89805,10024,159033
9473,54128,19424,79779,77696,38848,79779,89800,10021,159032
9474,54127,19423,79777,77692,38846,79777,89795,10018,159030
9475,54126,19422,79775,77688,38844,79775,89790,10015,159029
9476,54125,19421,79773,77684,38842,79773,89785,10012,159027
9477,54124,19420,79771,77680,38840,79771,89780,10009,159026
9478,54123,19419,79769,77676,38838,79769,89775,10006,159024
9479,54122,19418,79766,77672,38836,79766,89770,10004,159023
9480,54121,19417,79764,77668,38834,79764,89765,10001,159022
9481,54120,19416,79762,77664,38832,79762,89760,9998,159020
9482,54119,19415,79760,77660,38830,79760,89755,9995,159019
9483,54118,19414,79758,77656,38828,79758,89750,9992,159017
9484,54117,19413,79756,77652,38826,79756,89745,9989,159016
9485,54116,19412,79754,77648,38824,79754,89740,9986,159014
9486,54115,19411,79752,77644,38822,79752,89735,9983,159013
9487,54114,19410,79750,77640,38820,79750,89730,9980,159011
9488,54113,19409,79748,77636,38818,79748,89725,9977,159010
9489,54112,19408,79746,77632,38816,79746,89720,9974,159008
9490,54111,19407,79744,77628,38814,79744,89715,9971,159007
9491,54110,19406,79742,77624,38812,79742,89710,9968,159005
9492,54109,19405,79740,77620,38810,79740,89705,9965,159004
9493,54108,19404,79738,77616,38808,79738,89700,9962,159002
9494,54107,19403,79736,77612,38806,79736,89695,9959,159001
9495,54106,19402,79734,77608,38804,79734,89690,9956,158999
9496,54105,19401,79732,77604,38802,79732,89685,9953,158998
9497,54104,19400,79729,77600,38800,79729,89680,9951,158997
9498,54103,19399,79727,77596,38798,79727,89675,9948,158995
9499,54102,19398,79725,77592,38796,79725,89670,9945,158994
9500,54101,19397,79723,77588,38794,79723,89665,9942,158992
9501,54100,19396,79721,77584,38792,79721,89660,9939,158991
9502,54099,19395,79719,77580,38790,79719,89655,9936,158989
9503,54098,19394,79717,77576,38788,79717,89650,9933,158988
9504,54097,19393,79715,77572,38786,79715,89645,9930,158986
9505,54096,19392,79713,77568,38784,79713,89640,9927,158985
9506,54095,19391,79711,77564,38782,79711,89635,9924,158983
9507,54094,19390,79709,77560,38780,79709,89630,9921,158982
9508,54093,19389,79707,77556,38778,79707,89625,9918,158980
9509,54092,19388,79705,77552,38776,79705,89620,9915,158979
9510,54091,19387,79703,77548,38774,79703,89615,9912,158977
9511,54090,19386,79701,77544,38772,79701,89610,9909,158976
9512,54089,19385,79699,77540,38770,79699,89605,9906,158974
9513,54088,19384,79697,77536,38768,79697,89600,9903,158973
9514,54087,19383,79695,77532,38766,79695,89595,9900,158971
9515,54086,19382,79692,77528,38764,79692,89590,9898,158970
9516,54085,19381,79690,77524,38762,79690,89585,9895,158969
9517,54084,19380,79688,77520,38760,79688,89580,9892,158967
9518,54083,19379,79686,77516,38758,79686,89575,9889,158966
9519,54082,19378,79684,77512,38756,79684,89570,9886,158964
9520,54081,19377,79682,77508,38754,79682,89565,9883,158963
9521,54080,19376,79680,77504,38752,79680,89560,9880,158961
9522,54079,19375,79678,77500,38750,79678,89555,9877,158960
9523,54078,19374,79676,77496,38748,79676,89550,9874,158958
9524,54077,19373,79674,77492,38746,79674,89545,9871,158957
9525,54076,19372,79672,77488,38744,79672,89540,9868,158955
9526,54075,19371,79670,77484,38742,79670,89535,9865,158954
9527,54074,19370,79668,77480,38740,79668,89530,9862,158952
9528,54073,19369,79666,77476,38738,79666,89525,9859,158951
9529,54072,19368,79664,77472,38736,79664,89520,9856,158949
9530,54071,19367,79662,77468,38734,79662,89515,9853,158948
9531,54070,19366,79660,77464,38732,79660,89510,9850,158946
9532,54069,19365,79658,77460,38730,79658,89505,9847,158945
9533,54068,19364,79655,77456,38728,79655,89500,9845,158944
9534,54067,19363,79653,77452,38726,79653,89495,9842,158942
9535,54066,19362,79651,77448,38724,79651,89490,9839,158941
9536,54065,19361,79649,77444,38722,79649,89485,9836,158939
9537,54064,19360,79647,77440,38720,79647,89480,9833,158938
9538,54063,19359,79645,77436,38718,79645,89475,9830,158936
9539,54062,19358,79643,77432,38716,79643,89470,9827,158935
9540,54061,19357,79641,77428,38714,79641,89465,9824,158933
9541,54060,19356,79639,77424,38712,79639,89460,9821,158932
9542,54059,19355,79637,77420,38710,79637,89455,9818,158930
9543,54058,19354,79635,77416,38708,79635,89450,9815,158929
9544,54057,19353,79633,77412,38706,79633,89445,9812,158927
9545,54056,19352,79631,77408,38704,79631,89440,9809,158926
9546,54055,19351,79629,77404,38702,79629,89435,9806,158924
9547,54054,19350,79627,77400,38700,79627,89430,9803,158923
9548,54053,19349,79625,77396,38698,79625,89425,9800,158921
9549,54052,19348,79623,77392,38696,79623,89420,9797,158920
9550,54051,19347,79620,77388,38694,79620,89415,9795,158919
9551,54050,19346,79618,77384,38692,79618,89410,9792,158917
9552,54049,19345,79616,77380,38690,79616,89405,9789,158916
9553,54048,19344,79614,77376,38688,79614,89400,9786,158914
9554,54047,19343,79612,77372,38686,79612,89395,9783,158913
9555,54046,19342,79610,77368,38684,79610,89390,9780,158911
9556,54045,19341,79608,77364,38682,79608,89385,9777,158910
9557,54044,19340,79606,77360,38680,79606,89380,9774,158908
9558,54043,19339,79604,77356,38678,79604,89375,9771,158907
9559,54042,19338,79602,77352,38676,79602,89370,9768,158905
9560,54041,19337,79600,77348,38674,79600,89365,9765,158904
9561,54040,19336,79598,77344,38672,79598,89360,9762,158902
9562,54039,19335,79596,77340,38670,79596,89355,9759,158901
9563,54038,19334,79594,77336,38668,79594,89350,9756,158899
9564,54037,19333,79592,77332,38666,79592,89345,9753,158898
9565,54036,19332,79590,77328,38664,79590,89340,9750,158896
9566,54035,19331,79588,77324,38662,79588,89335,9747,158895
9567,54034,19330,79585,77320,38660,79585,89330,9745,158894
9568,54033,19329,79583,77316,38658,79583,89325,9742,158892
9569,54032,19328,79581,77312,38656,79581,89320,9739,158891
9570,54031,19327,79579,77308,38654,79579,89315,9736,158889
9571,54030,19326,79577,77304,38652,79577,89310,9733,158888
9572,54029,19325,79575,77300,38650,79575,89305,9730,158886
9573,54028,19324,79573,77296,38648,79573,89300,9727,158885
9574,54027,19323,79571,77292,38646,79571,89295,9724,158883
9575,54026,19322,79569,77288,38644,79569,89290,9721,158882
9576,54025,19321,79567,77284,38642,79567,89285,9718,158880
9577,54024,19320,79565,77280,38640,79565,89280,9715,158879
9578,54023,19319,79563,77276,38638,79563,89275,9712,158877
9579,54022,19318,79561,77272,38636,79561,89270,9709,158876
9580,54021,19317,79559,77268,38634,79559,89265,9706,158874
9581,54020,19316,79557,77264,38632,79557,89260,9703,158873
9582,54019,19315,79555,77260,38630,79555,89255,9700,158871
9583,54018,19314,79553,77256,38628,79553,89250,9697,158870
9584,54017,19313,79550,77252,38626,79550,89245,9695,158869
9585,54016,19312,79548,77248,38624,79548,89240,9692,158867
9586,54015,19311,79546,77244,38622,79546,89235,9689,158866
9587,54014,19310,79544,77240,38620,79544,89230,9686,158864
9588,54013,19309,79542,77236,38618,79542,89225,9683,158863
9589,54012,19308,79540,77232,38616,79540,89220,9680,158861
9590,54011,19307,79538,77228,38614,79538,89215,9677,158860
9591,54010,19306,79536,77224,38612,79536,89210,9674,158858
9592,54009,19305,79534,77220,38610,79534,89205,9671,158857
9593,54008,19304,79532,77216,38608,79532,89200,9668,158855
9594,54007,19303,79530,77212,38606,79530,89195,9665,158854
9595,54006,19302,79528,77208,38604,79528,89190,9662,158852
9596,54005,19301,79526,77204,38602,79526,89185,9659,158851
9597,54004,19300,79524,77200,38600,79524,89180,9656,158849
9598,54003,19299,79522,77196,38598,79522,89175,9653,158848
9599,54002,19298,79520,77192,38596,79520,89170,9650,158846
9600,54001,19297,79518,77188,38594,79518,89165,9647,158845
9601,54000,19296,79515,77184,38592,79515,89160,9645,158844
9602,53999,19295,79513,77180,38590,79513,89155,9642,158842
9603,53998,19294,79511,77176,38588,79511,89150,9639,158841
9604,53997,19293,79509,77172,38586,79509,89145,9636,158839
9605,53996,19292,79507,77168,38584,79507,89140,9633,158838
9606,53995,19291,79505,77164,38582,79505,89135,9630,158836
9607,53994,19290,79503,77160,38580,79503,89130,9627,158835
9608,53993,19289,79501,77156,38578,79501,89125,9624,158833
9609,53992,19288,79499,77152,38576,79499,89120,9621,158832
9610,53991,19287,79497,77148,38574,79497,89115,9618,158830
9611,53990,19286,79495,77144,38572,79495,89110,9615,158829
9612,53989,19285,79493,77140,38570,79493,89105,9612,158827
9613,53988,19284,79491,77136,38568,79491,89100,9609,158826
9614,53987,19283,79489,77132,38566,79489,89095,9606,158824
9615,53986,19282,79487,77128,38564,79487,89090,9603,158823
9616,53985,19281,79485,77124,38562,79485,89085,9600,158821
9617,53984,19280,79483,77120,38560,79483,89080,9597,158820
9618,53983,19279,79480,77116,38558,79480,89075,9595,158819
9619,53982,19278,79478,77112,38556,79478,89070,9592,158817
9620,53981,19277,79476,77108,38554,79476,89065,9589,158816
9621,53980,19276,79474,77104,38552,79474,89060,9586,158814
9622,53979,19275,79472,77100,38550,79472,89055,9583,158813
9623,53978,19274,79470,77096,38548,79470,89050,9580,158811
9624,53977,19273,79468,77092,38546,79468,89045,9577,158810
9625,53976,19272,79466,77088,38544,79466,89040,9574,158808
9626,53975,19271,79464,77084,38542,79464,89035,9571,158807
9627,53974,19270,79462,77080,38540,79462,89030,9568,158805
9628,53973,19269,79460,77076,38538,79460,89025,9565,158804
9629,53972,19268,79458,77072,38536,79458,89020,9562,158802
9630,53971,19267,79456,77068,38534,79456,89015,9559,158801
9631,53970,19266,79454,77064,38532,79454,89010,9556,158799
9632,53969,19265,79452,77060,38530,79452,89005,9553,158798
9633,53968,19264,79450,77056,38528,79450,89000,9550,158796
9634,53967,19263,79447,77052,38526,79447,88995,9548,158795
9635,53966,19262,79445,77048,38524,79445,88990,9545,158794
9636,53965,19261,79443,77044,38522,79443,88985,9542,158792
9637,53964,19260,79441,77040,38520,79441,88980,9539,158791
9638,53963,19259,79439,77036,38518,79439,88975,9536,158789
9639,53962,19258,79437,77032,38516,79437,88970,9533,158788
9640,53961,19257,79435,77028,38514,79435,88965,9530,158786
9641,53960,19256,79433,77024,38512,79433,88960,9527,158785
9642,53959,19255,79431,77020,38510,79431,88955,9524,158783
9643,53958,19254,79429,77016,38508,79429,88950,9521,158782
9644,53957,19253,79427,77012,38506,79427,88945,9518,158780
9645,53956,19252,79425,77008,38504,79425,88940,9515,158779
9646,53955,19251,79423,77004,38502,79423,88935,9512,158777
9647,53954,19250,79421,77000,38500,79421,88930,9509,158776
9648,53953,19249,79419,76996,38498,79419,88925,9506,158774
9649,53952,19248,79417,76992,38496,79417,88920,9503,158773
9650,53951,19247,79414,76988,38494,79414,88915,9501,158772
9651,53950,19246,79412,76984,38492,79412,88910,9498,158770
9652,53949,19245,79410,76980,38490,79410,88905,9495,158769
9653,53948,19244,79408,76976,38488,79408,88900,9492,158767
9654,53947,19243,79406,76972,38486,79406,88895,9489,158766
9655,53946,19242,79404,76968,38484,79404,88890,9486,158764
9656,53945,19241,79402,76964,38482,79402,88885,9483,158763
9657,53944,19240,79400,76960,38480,79400,88880,9480,158761
9658,53943,19239,79398,76956,38478,79398,88875,9477,158760
9659,53942,19238,79396,76952,38476,79396,88870,9474,158758
9660,53941,19237,79394,76948,38474,79394,88865,9471,158757
9661,53940,19236,79392,76944,38472,79392,88860,9468,158755
9662,53939,19235,79390,76940,38470,79390,88855,9465,158754
9663,53938,19234,79388,76936,38468,79388,88850,9462,158752
9664,53937,19233,79386,76932,38466,79386,88845,9459,158751
9665,53936,19232,79383,76928,38464,79383,88840,9457,158750
9666,53935,19231,79381,76924,38462,79381,88835,9454,158748
9667,53934,19230,79379,76920,38460,79379,88830,9451,158747
9668,53933,19229,79377,76916,38458,79377,88825,9448,158745
9669,53932,19228,79375,76912,38456,79375,88820,9445,158744
9670,53931,19227,79373,76908,38454,79373,88815,9442,158742
9671,53930,19226,79371,76904,38452,79371,88810,9439,158741
9672,53929,19225,79369,76900,38450,79369,88805,9436,158739
9673,53928,19224,79367,76896,38448,79367,88800,9433,158738
9674,53927,19223,79365,76892,38446,79365,88795,9430,158736
9675,53926,19222,79363,76888,38444,79363,88790,9427,158735
9676,53925,19221,79361,76884,38442,79361,88785,9424,158733
9677,53924,19220,79359,76880,38440,79359,88780,9421,158732
9678,53923,19219,79357,76876,38438,79357,88775,9418,158730
9679,53922,19218,79355,76872,38436,79355,88770,9415,158729
9680,53921,19217,79353,76868,38434,79353,88765,9412,158727
9681,53920,19216,79350,76864,38432,79350,88760,9410,158726
9682,53919,19215,79348,76860,38430,79348,88755,9407,158725
9683,53918,19214,79346,76856,38428,79346,88750,9404,158723
9684,53917,19213,79344,76852,38426,79344,88745,9401,158722
9685,53916,19212,79342,76848,38424,79342,88740,9398,158720
9686,53915,19211,79340,76844,38422,79340,88735,9395,158719
9687,53914,19210,79338,76840,38420,79338,88730,9392,158717
9688,53913,19209,79336,76836,38418,79336,88725,9389,158716
9689,53912,19208,79334,76832,38416,79334,88720,9386,158714
9690,53911,19207,79332,76828,38414,79332,88715,9383,158713
9691,53910,19206,79330,76824,38412,79330,88710,9380,158711
9692,53909,19205,79328,76820,38410,79328,88705,9377,158710
9693,53908,19204,79326,76816,38408,79326,88700,9374,158708
9694,53907,19203,79324,76812,38406,79324,88695,9371,158707
9695,53906,19202,79322,76808,38404,79322,88690,9368,158705
9696,53905,19201,79319,76804,38402,79319,88685,9366,158704
9697,53904,19200,79317,76800,38400,79317,88680,9363,158703
9698,53903,19199,79315,76796,38398,79315,88675,9360,158701
9699,53902,19198,79313,76792,38396,79313,88670,9357,158700
9700,53901,19197,79311,76788,38394,79311,88665,9354,158698
9701,53900,19196,79309,76784,38392,79309,88660,9351,158697
9702,53899,19195,79307,76780,38390,79307,88655,9348,158695
9703,53898,19194,79305,76776,38388,79305,88650,9345,158694
9704,53897,19193,79303,76772,38386,79303,88645,9342,158692
9705,53896,19192,79301,76768,38384,79301,88640,9339,158691
9706,53895,19191,79299,76764,38382,79299,88635,9336,158689
9707,53894,19190,79297,76760,38380,79297,88630,9333,158688
9708,53893,19189,79295,76756,38378,79295,88625,9330,158686
9709,53892,19188,79293,76752,38376,79293,88620,9327,158685
9710,53891,19187,79291,76748,38374,79291,88615,9324,158683
9711,53890,19186,79288,76744,38372,79288,88610,9322,158682
9712,53889,19185,79286,76740,38370,79286,88605,9319,158681
9713,53888,19184,79284,76736,38368,79284,88600,9316,158679
9714,53887,19183,79282,76732,38366,79282,88595,9313,158678
9715,53886,19182,79280,76728,38364,79280,88590,9310,158676
9716,53885,19181,79278,76724,38362,79278,88585,9307,158675
9717,53884,19180,79276,76720,38360,79276,88580,9304,158673
9718,53883,19179,79274,76716,38358,79274,88575,9301,158672
9719,53882,19178,79272,76712,38356,79272,88570,9298,158670
9720,53881,19177,79270,76708,38354,79270,88565,9295,158669
9721,53880,19176,79268,76704,38352,79268,88560,9292,158667
9722,53879,19175,79266,76700,38350,79266,88555,9289,158666
9723,53878,19174,79264,76696,38348,79264,88550,9286,158664
9724,53877,19173,79262,76692,38346,79262,88545,9283,158663
9725,53876,19172,79260,76688,38344,79260,88540,9280,158661
9726,53875,19171,79257,76684,38342,79257,88535,9278,158660
9727,53874,19170,79255,76680,38340,79255,88530,9275,158659
9728,53873,19169,79253,76676,38338,79253,88525,9272,158657
9729,53872,19168,79251,76672,38336,79251,88520,9269,158656
9730,53871,19167,79249,76668,38334,79249,88515,9266,158654
9731,53870,19166,79247,76664,38332,79247,88510,9263,158653
9732,53869,19165,79245,76660,38330,79245,88505,9260,158651
9733,53868,19164,79243,76656,38328,79243,88500,9257,158650
9734,53867,19163,79241,76652,38326,79241,88495,9254,158648
9735,53866,19162,79239,76648,38324,79239,88490,9251,158647
9736,53865,19161,79237,76644,38322,79237,88485,9248,158645
9737,53864,19160,79235,76640,38320,79235,88480,9245,158644
9738,53863,19159,79233,76636,38318,79233,88475,9242,158642
9739,53862,19158,79231,76632,38316,79231,88470,9239,158641
9740,53861,19157,79229,76628,38314,79229,88465,9236,158639
9741,53860,19156,79226,76624,38312,79226,88460,9234,158638
9742,53859,19155,79224,76620,38310,79224,88455,9231,158637
9743,53858,19154,79222,76616,38308,79222,88450,9228,158635
9744,53857,19153,79220,76612,38306,79220,88445,9225,158634
9745,53856,19152,79218,76608,38304,79218,88440,9222,158632
9746,53855,19151,79216,76604,38302,79216,88435,9219,158631
9747,53854,19150,79214,76600,38300,79214,88430,9216,158629
9748,53853,19149,79212,76596,38298,79212,88425,9213,158628
9749,53852,19148,79210,76592,38296,79210,88420,9210,158626
9750,53851,19147,79208,76588,38294,79208,88415,9207,158625
9751,53850,19146,79206,76584,38292,79206,88410,9204,158623
9752,53849,19145,79204,76580,38290,79204,88405,9201,158622
